Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
1986/12/31,9.984,130343.146633416,165050,4657.627,14028794,,,271582,3419209,11683232.8843373,42563,319232,2929500,110697,44563,100254.1,71594,154725,0.3111685,626626,587,40787.5,1133400,79.1558964822563,55848,2943997,1013280,1126536.70600936,19891.4159941306,1088800,161216,25017.6493592902,465171.696096102,6185.7367023716,205499.816219012,570891,25238.6747937471,201066.976788913,1002936,262775,444033,492.13,14984677.72,127629.9643777,570790,685567,806577.260399691,104579.405972254,60501.9905041097,340559500
1987/03/31,,166763.319326683,171327,4722.156,14170084,,,278317,,,,334938,,,47343,104048.3,,,0.3603151,640700,,,,,,3035936,,1135009.54289775,,,,,475314.393137321,,204365.819459003,582653,26383.9147654153,206456.01192408,1020898.1,265304.2,453314,,,128477.264445375,,689995,816855.373141837,105519.647100717,61652.984578849,342266400
1987/06/30,,218126.167082294,174885,4806.16,14492573,,,286673,,,,352202,,,50670,108589.2,,,0.4217363,655670,,,,,,3129169,,1146404.0476787,,,,,486072.706802254,,204539.617281766,597299,27390.4889216987,211288.029040905,1043053.9,267009.5,464533,,,129597.74317735,,699484,826319.408131936,106513.302762294,63245.9933431219,344667600
1987/09/30,,263355.555860349,183418,4884.555,14763444,,,296304,,,,374596,,,53964,112831.3,,,0.5070105,675320,,,,,,3222327,,1153883.51748363,,,,,496109.530179159,,205437.648329408,610740,28438.9621013358,217654.009351748,1061465,269544.5,478959,,,130838.202375316,,708339,835380.977716527,107458.340297813,64041.9931614789,348328700
1987/12/31,22,355353.543266833,191725,5007.994,15150981,,,305917,4540556,15188313.253012,51566.6,393542,3332000,128630,56907,117938.1,79625,156701,0.611996,708368,600,45387.9,1299910,115.718023864869,63609,3291857,1178400,1163525.02152904,22407.6302274395,1226400,209114,26759.730002895,508211.148238624,6505.19708774687,207836.784331877,622867,29570.2357318862,224832.017116825,1088057,272796.6,492635,679.44,17047707.98,132773.259229696,582680,720943,847816.244052583,108582.298351053,65693.0099415883,354170200
1988/03/31,,457836.342394015,202280,5073.372,15384271,,,315893,,,,415888.8,,,62552.84,124266.3,,,0.77442,750683.1,,,,130.517929335193,65143,3393086,,1179535.76158021,,,,,522572.781688504,,210886.641164219,636968,31005.776079648,231479.030687678,1127348.4,282696.7,508582,,,135224.678296178,,735220,863058.096795979,111429.038611077,67947.9559280357,362296700
1988/06/30,,515875.594014963,211295,5190.036,15656072,,,325198,,,,437460.1,,,67008.62,129295.6,,,1.060762,795450.5,,,,149.846305594297,66124,3446179,,1191456.16658182,,,5377073,,535459.930691484,,212655.476446538,651747,32356.0219870113,238249.852752034,1160036.7,290003,523888,,,137365.238882595,,741535,878301.474029548,114093.297384505,70118.9425015936,368043100
1988/09/30,,509677.189526185,222083,5282.835,16001705,,,334826,,,,449284.5,,,71490.34,134933.8,,,1.776432,852282.9,,,,177.650705098404,67868,3519687,,1207174.73984373,,,5699576,,550011.620280229,,214061.741336201,664452,33794.5551221556,244864.051061988,1214777.8,298458.6,538810,,,139471.590162593,,743861,895766.033444265,116702.324803965,72201.8995144415,374692600
1988/12/31,108,562211.655236908,229867,5399.509,16309408,,,345131,5917879,20191652.3253012,61713.6,464768.9,4235000,149395,77339.35,140524.7,90861,182229,3.686642,883231,536,53299.09,1535030,200.254920192159,69271,3615319,1470400,1223769.81347342,27266.03081438,1440400,5912135,28845.9096657541,564680.029128169,7225.30298786065,216041.584419002,664305,35270.9968974771,250306.335869604,1240365.9,306364,555653,875.5,19322115,142060.094348276,596330,748274,912157.351777632,118581.934986883,74578.899479122,380742800
1989/03/31,,607352.7180798,242596,5511.253,16695129,,,355667,,,,484476.5,,,80985.97,144439.2,,,9.081978,911428.1,,55184.71,,220.817759181776,70594,3701142,,1244805.82229978,,,6112692,,578332.5672556,,218830.971407309,671160,36811.2848036233,257743.439952881,1275477.8,311704.3,570739,,19606074,144859.06013649,,759719,929903.941874239,120987.696489175,76775.9383624887,387685500
1989/06/30,,668739.263965087,258966,5612.463,16932267,,,367724,,,,503945.6,,,85276.12,149004.4,,,19.216302,941674.9,,57226.34,,247.841314117465,72249,3816860,,1262686.42980218,,,6478963,,591442.309182087,,221888.088723108,682654,38285.2325894594,265236.858870338,1308052.5,317998.1,585525,,19718858,148104.977949871,,769860,947260.262486718,123139.539108886,79052.0255712923,394133200
1989/09/30,,662462.924812968,265821,5695.365,17213846,,,378589,,,,520633.2,,,90171.85,153184.4,,,42.02713,979199.8,,59208.93,,303.571052223772,72483,3914580,,1280625.47066244,,,7047566,,604278.328952057,,225568.700055815,695819,40010.0757175208,272837.858954479,1339703,324232.8,599995,,20032756,150865.024454696,,780001,963057.029652858,124986.373843594,81273.1153281431,400614300
1989/12/31,3099,724732.730299252,271521,5747.237,17481116,,,388357,7353700,26035662.6506024,76791.1,535893.4,4861800,179608,94144.01,158620,102534,193930,91.43447,1022378.2,573,61210.24,1833320,352.276305594297,73625,4033071,1646599.875,1299265.7118169,32404.9889948643,1722800,7365231,32274.2024775129,618525.825427239,8282.02350526402,228958.892050224,709818,41690.5258327431,280490.546079598,1373664.1,330804.3,613381,1485.54,20089899,154040.044719992,600390,788600,981125.287175836,126835.970146,83099.1316457357,410122200
1990/03/31,,794210.194389027,284810,5872.701,17851748,,,397317,,,,549985,,,99104.88,165613.6,,,187.90004,1069327.5,,63996.82,,395.220982488765,74577,4148976,,1324392.05569283,,,7914415,,634510.682910958,,232406.714132077,716986,43047.7549106653,287642.590121765,1406203.2,338611.7,627173,,20299455,156851.65307797,,805227,997448.003451446,128851.914565816,84993.0958856187,415885200
1990/06/30,,877417.150498753,298256,5960.028,18190721,,,404664,,,,565136.4,,,104366.43,173655.3,,,426.0302,1111052.4,,66307.74,,455.551681388501,74981,4265373,,1353375.00118693,,,8746222,,651386.945002505,,236183.980650812,721625,45076.8647559382,295493.61124133,1449268.5,345840.4,642828,,20547075,159056.665980828,,822614,1012407.82551295,131239.362513899,86300.0842621512,425478700
1990/09/30,,900006.516209476,303135,6015.116,18402415,,,409565,,,,581668,,,109833.74,183098.9,,,2159.58381,1162640.6,,68425.33,,535.810940647761,76078,4356335,,1387266.34874051,,,9264813,,669116.393891348,,239491.130865677,730881,46846.1008968386,302291.659154015,1494972.9,352613.7,657380,,20981260,161115.42170407,,845101,1025686.13491433,133610.168382957,87864.0637903168,435202300
1990/12/31,67906,1038675.68391521,309684,6004.733,18583412,,,413997,10058637,24030173,96137.7,598631.1,5686700,210866.6,116575.87,191382.8,115828,213394,5442.9275,1215723,644.2,70463.19,2156110,609.11173097784,76680,4474288,1831949.875,1420631.79607342,39110.7850330154,2089300,10221252,36311.9695669177,682088.758282678,8899.82374770389,243652.295447223,748763,49071.7371135563,312421.718173404,1535845,358426.5,668915,2279.26,21682517,163340.513982434,567300,855557,1032165.21814692,136213.018611513,88080.0170878933,442781000
1991/03/31,,1040378.55660848,323198,6035.178,18777795,,,415169,10768499,,,618237.2,,219845.8,122094.45,201039.9,,220225.5,5340.804802831,1271072.1,,72333.64,,662.123353479002,76125,4591561,,1450267.15000792,,,11442629,,696960.134691959,,247201.310517264,765091,50805.0598058679,320053.369874869,1573865,366323.7,680042,,22250062,164561.141698418,,867679,1038142.7441128,138442.548490949,87529.0334408054,451683000
1991/06/30,,1152544.73902743,335090,6126.862,19020058,,,414455,11548898,,,639442.1,,229363.3,129840.86,211166.3,,228195,5092.12842808,1333231.1,,74360.12,,730.060746939408,75849,4728411,,1483024.5982524,,,12291227,,711818.599678764,,250822.930421879,780237,52645.125248152,327558.809034414,1601103,372882.8,688761,,22662810,166580.482351221,,873592,1045442.00305813,140695.769714323,86609.045483061,458750600
1991/09/30,,1109372.82568579,350668,6205.937,19202663,,,415170,12330933,,,663624.7,,239565.3,138874.26,220660.3,,234691.2,11237.70962808,1380307.2,,76561.97,,858.168603750194,75772,4876159,,1507982.43493263,,,13361636,,726199.85849081,,254330.19771204,788504,54620.8637184386,336097.388001394,1625284,379613.1,696014,,22860450,168871.018520125,,883872,1053419.66013016,143536.841493281,85417.0976482282,463510000
1991/12/31,178597,1253936.45261845,360025,6264.54,19428330,5785537,,415601,13258522,31130592,111244.4,690472.7,6531200,249968.6,148497.53,231428.3,147025.36,243266.8,14828.09482808,1421104.7,1398.5,78500.63,2469740,976.471718580505,75247,5018019,2128040,1538979.87043864,48302.2743947175,2498300,14719881,37679.477477386,744008.325285213,9665.78994990072,257375.062962005,789336,56397.581827795,342597.333910305,1644405,386304.2,705464,3037.49,23087736,171120.156470393,876819.3,890552,1066560.76541603,146083.079584021,84043.1704769641,469421900
1992/03/31,,1247195.10349127,369428,6363.102,19679797,5880859.5,,418999,14165809,,,719733.2,,257672.4,158314.48,240628.2,150967.11,246993.3,23944.000925249,1459195.9,,79967.67,,1102.62823492949,75978,5173602,,1570269.91098408,,,15318714,,759328.502739804,,261106.95145913,794451,58711.5052722938,352087.315038525,1653909,389546.3,713503,,23346720,174541.335005788,939390.1,896623,1081775.17733632,148278.6712499,83361.1684351627,473607600
1992/06/30,,1350789.77057357,377718,6470.763,19864878,5956265,,422728,14971160,,,748906.3,,265237.5,166930.18,249509.3,155872.07,246533.1,36391.114,1488060.1,,81329.15,,1250.10692701069,76910,5317548,,1596379.54218925,,,16677934,,771703.326498887,,263724.355745538,798919,60581.498588402,358990.540069477,1655431,392666.8,719857,,23857609,176706.684944683,1005533.4,903777,1092931.39641775,150546.136348771,82862.1548573514,476919400
1992/09/30,,1321031.71321696,386707,6566.641,20058242,6017907,,426663,15947044,,,778048.5,,273643.4,173204.69,257350.9,160080.26,247107.2,39837.023,1513848.9,,82830.77,,1473.26204865954,76781,5468145,,1625059.43768119,,,17820922,,779467.739519798,,266402.112800686,805517,62221.5460739618,365229.646725085,1653490,393731.4,725019,,24631036,178697.517842136,1082548.8,911432,1101636.23530201,152324.367928025,82225.0589919152,479885600
1992/12/31,224782,1457079.67830424,401037,6680.803,20239989,6032553.5,,431778,16769593,39730752,139100,806346.8,7483700,282394.9,178175.58,263993.2,163988.06,244080.1,44704.834,1540198.2,19006,84856.33,2767950,1694.35611343561,77298,5609357,2701969.4,1644779.45424705,55838.5913426266,2942669.75,19177793,40033.5718747937,783257.500245317,10356.7683608536,268298.914103943,812846,63562.8136191778,368987.775413797,1646866,393680.9,730578,4131.48,24919001,179689.091941229,1145766.2,923014,1105439.83828208,154206.885024309,82007.9283788534,480782800
1993/03/31,212627,1586384.322,416493,6729.459,20386302,6014861.5,,437241,17556320,,,836799.9,,293335.5,184408.83,271167.6,169450.26,245254.1,49884,1565845.1,15663.26,87516.17,,1889.56609328994,78267,5763470,2883053.6,1655289.57015692,,,20682480,,786436.808916112,,269378.911018237,818886,64403.7868736345,370344.259733391,1635224,393131.3,738927,,25056860,179793.207221634,1195819.8,924442,1104845.28711486,155132.300894603,81971.9361625906,483255600
1993/06/30,241255,1611026.37,430754,6808.939,20590492,6007089.5,,443438,18355721,,,867102.4,,305001.6,188526.23,279398.5,176538.2,246191.8,55272.95,1596866.9,30250.95,90832.57,,2175.11854951185,79247,5914569,3074129.8,1666679.61939432,,,26962921,,791114.875508064,,271403.678342432,827412,65321.5750042398,372945.440121164,1633294,394556.4,747287,,25353110,181197.27614595,1247926.9,924925,1105994.75270483,156205.533309594,82111.8685174066,483362000
1993/09/30,243494,1627446.068,447318,6882.098,20798797,6014005,,448492,19191309,,,898718.4,,317052.4,196717.98,288622,182842.5,248250.4,61608.7,1633969.1,45770.8,94101.04,,2648.56500852317,81202,6069446,3287690.7,1679959.91471651,,,26773289,,797212.165658715,,273867.704915801,839958,66001.4365379436,376533.482384335,1641494,397863.2,758552,,25356429,182455.087890649,1293904.7,925817,1109273.9310656,157828.608387899,82693.9669308899,482707600
1993/12/31,248644,1717799.203,460971,7013.738,21087799,6050501.5,,453772,19999709,52271688,155200,930014.5,8592200,329775.8,205579.05,298761.5,187445.23,250215.2,68700.6,1679796.7,74486.29,97823.78,3264623,3071.23508445684,82843,6200154,3539572.5,1692249.83766483,62873.0741012472,3548259.75,28085864,43239.6605228273,806863.712188899,11323.8010009941,276012.723997259,854810,67065.8712502868,381743.656317238,1656246,402029.1,769159,5453.9,25608664,185066.646174135,1355049.4,928467,1114571.5344146,159160.410746859,83082.9856047954,483711800
1994/03/31,235083,1766583.27,479913,7115.652,21395674,6131171,,459456,20915860,,,962816.5,,340173.2,214568.83,310729.2,191653.52,254134.4,76528.89,1740186.6,,101683.18,3388776,3391.79916317992,84456,6325011,3832648.8,1714419.4536335,,,29949975,,816055.095621995,,279233.655971067,865905,68418.6111471354,387914.247592947,1682521,406650.3,778283,,25941819,187292.234239549,1426723.5,941214,1121669.56065718,161749.816501094,83785.0020098457,486145700
1994/06/30,263684,1841679.274,487950,7246.931,21606729,6201846,,465573,21921602,,,994028,,352730.9,225257.06,322426.2,196193.21,263564.6,81892.66,1806615.2,,105022.84,3500494,3979.3196962653,85990,6472442,4152603.9,1735659.54096215,,,32607317,,827055.111115702,,282592.537130566,878153,69862.6310591474,394334.859904078,1709782,408488.7,788711,,26270954,189953.619121515,1503200.1,958830,1130828.6976128,163230.089460259,84847.9497050825,490212900
1994/09/30,260870,1849237.002,495674,7331.075,21917720,6267292,,475282,22880625,,,1021766.1,,367016.9,234411.64,335397.1,203326.88,268918,88496.17,1869445.4,,109048.56,3573208,4961.71083217108,87375,6619038,4492362.2,1756029.40950901,,,35177885,,840586.798328746,,285874.729433546,886689,71388.4538262787,400210.955248639,1733314,410401.6,798093,,26880382,192460.814231071,1574203,974285,1141483.35942752,164746.408145171,86369.8822516327,494894600
1994/12/30,270123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994/12/31,,1958568.316,521395,7455.288,22202061,6346758,,481866,23988570,67532862,175000,1048704.3,10127700,382219.6,247798.3,349972.6,212608.93,279321.9,96151.61,1930277.3,601124.9,112469.26,3688687,5994.77297381063,89058,6779396,4828239,1779589.73939453,71301.5407190022,4364799.5,37595863,46502.8873843903,854166.516033404,12359.624094259,290049.053641359,897459,72908.7898165421,406010.722055942,1764220,412158.8,809486,8675.17,27577102,195039.650569287,1641770.6,993287,1154500.98100943,167009.803565329,87889.9647309918,495743500
1995/03/31,250406,2025048.197,539603,7522.289,22351710,6410120,,488387,25179756,72008871,,1067793.4,,400783.8,261982.36,364165.6,221281.99,282220,101958.4,1981687.2,761865.4,115206.28,3827502,7106.60158066016,90293,6916278,5144488,1796509.92161895,,,112067,,874923.951721609,,293791.379083455,917396,74795.2933430433,416257.978435686,1800481,412680.1,818955,,28420049,198919.680019038,1637459,1007858,1166806.66568083,168729.315494575,88914.9019548483,495612300
1995/06/30,261603,2212754.87,552454,7580.997,22536622,6471690.5,,495012,26519635,76390588,,1084943.1,,419463.5,277209.2,380002.3,229909.3,279185.8,107604.21,2034755.8,962014.5,118363.22,3975435,8438.01332713467,91920,7058378,5467158,1817429.94022998,,,114373,,897021.076606052,,297476.528218323,933775,77225.7359762971,426798.528722368,1838757,414466.1,829144,,29470457,202338.379619186,1623117.8,1018791,1178738.85026,171383.109379883,91013.8872770879,498018700
1995/09/29,256868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995/09/30,,2332925.352,572610,7683.125,22829280,6545222,,500857,27869794,80377874,,1100889,,436773.8,292488.76,396261.8,235750.09,282585.6,113325.69,2102982.5,1202494,121356.11,4110174,10434.9139934914,93413,7228923,5790664,1836039.94212176,,,115733,,922585.693110981,,301488.399108776,949924,79886.0246805199,436819.203538759,1875672,416413.2,840742,,30145209,205088.014595971,1613035.4,1028736,1188301.9771113,173324.418799009,92932.9115180138,498996600
1995/12/29,263250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995/12/31,,2625400.575,590813,7772.586,23071733,6729390.3,,509963,29188220,84439109,204000,1118079.4,11918100,454514.1,303338.21,409653.6,242149.06,281019,117323.61,2173108.2,1413711.8,124380.29,4216176,12029.226716256,94776,7391062,6098865,1848759.86154216,79751.7769625825,5823461,118666,53112.1280302299,948126.552598553,15110.3993812578,305261.127825349,963434,83293.4128749713,447205.293714615,1906654,417760.6,850181,13685.7,30659558,207649.994174502,1594881,1036484,1195645.44627163,174612.762803137,95985.8587591431,501706900
1996/03/31,251200,2864098.735,605190,7868.468,23391863,6803563.4,951.2723,518510,30159109,88481089,,1140201,,470500.4,315070.96,424152.2,250629.48,288298.2,120621.44,2255146.1,1621469.9,128369.38,4292167,13505.1139005114,96218,7553235,6387791,1855729.79246663,81613.270726339,6189575,123572,,968411.430224091,15312.5813400628,308246.09408679,981426,84384.3836354386,453797.194475497,1931926,419728.9,862117,,30989993,208916.977979618,1658363,1043551,1204420.41170382,176069.053727026,97077.9029656577,504594300
1996/06/30,280167,3025073.657,629704,8032.84,23741109,6892411.9,928.0391,527484,30942077,92531320,,1166088.1,,487677.8,327275.21,436809.1,258796.54,301741.8,124281.17,2338138.8,1770348.6,131416.61,4414025,15529.8155896482,97573,7729248,6651608,1861810.07551781,83847.6419662509,6503714,121577,,982875.322139991,15611.7888244641,312299.258976907,998265,85682.1061242406,460348.827425384,1940863,421552.4,876259,,30943023,209986.88643254,1718647,1057369,1212164.82177948,177279.492452926,97785.9741360607,507022500
1996/09/30,274502,3171177.927,643524,8131.408,23991962,6977802.3,1004.278,534501,31565358,96659565,,1196204.5,,507497.6,339742.46,448441.2,267515.13,308564.8,127860.66,2415811.1,1887867.3,133221.06,4538679,19095.8623895862,99159,7896364,6894067,1868130.15446128,86057.6669112252,6815317,122061,,995162.348226229,15846.7423072442,315887.299145532,1023981,87140.0923773705,467229.21399637,1953870,421057.9,891092,,31077042,210622.981217108,1772318,1074276,1220017.47065738,178746.030246434,98230.9993894778,508804200
1996/12/31,329568.97,3523848.294,660026,8259.771,24330406,7062657.5,1081.112,540969,32144279,100711389,229400,1233551.4,13201620,532568,352383.75,460952.5,276229.68,319339.9,132425.47,2479312.6,2002503.9,135773.31,4638218,22891.8642491864,100436,8031305,7152399,1877239.84190855,87656.8393250183,7107893,126624,58713.8315108359,1003426.69152546,15796.618236535,319755.321707484,1052067,88373.0708991331,473855.372447201,1956845,421201.2,907265,29437.7,31272538,211394.921653251,1827572,1088024,1227382.28268011,180149.633365552,99065.0433168005,511934800
1997/03/31,335998.72,3644416.715,679105,8362.655,24672119,7149197.8,1133.64,547022,32974328,104372642,,1271219.6,13757070,555839.4,363795.14,470164,283086.29,321624.3,136743.35,2546949.9,2096546.2,137838.51,4673868,25953.9748953975,101098,8190802,7384162,1888370.15487031,90096.6573734409,7500522,,,1011058.8915802,15936.9507609092,324952.012742148,1072547,90057.9104358496,480368.540622408,1964559,421799.3,921031,,31285110,212904.097432071,1863609,1105047,1233498.53725168,180505.294215969,100453.098273887,515943900
1997/06/30,341793.38,3884549.333,695908,8518.825,25028934,7247061.5,1154.618,554527,33766598,109481449,,1313246.6,14131480,576399.6,375678.37,481362.4,289455.18,318550.1,141915.21,2615196.5,2186378.1,141495.21,4683908,30329.5986362932,102198,8341094,7596100,1898319.89487839,92507.8385913426,7925513,,,1023413.05706332,15972.8953220013,329919.998547903,1101390,92077.6428806576,487348.695202721,1989508,422290.7,931713,,31311889,215138.113877327,1895807,1119108,1242172.88633249,181044.599318329,102337.139426109,518987400
1997/09/30,348733.34,3986825.031,711181,8662.823,25329071,7347133.4,1159.566,562295,34661783,115376584,,1352046.8,14478830,602696.5,385961.26,492946.2,296503.5,320344.8,147112.08,2679718.3,2262883.2,145783.99,4699726,37715.9150782582,103266,8492328,7786771,1907599.8425221,94720.1584739545,8370872,,,1034696.60739463,16050.3868378454,335630.822567398,1121477,94461.1486317974,495110.766530838,2009739,425344.7,945008,,31216336,217870.148413853,1929425,1131070,1252987.61961531,182024.955851253,104773.005165051,522025500
1997/12/31,354666.55,4340424.618,726274,8765.907,25607625,7454068.5,1226.951,571911,35586687,121707501,265900,1372441.3,14817250,627695.4,396459.13,506313.7,306718.29,318342.2,151292.1,2769217.7,2340414.8,148639.96,4709182,44686.0065086007,103900,8705149,7955284,1917580.26004305,97020.6837857667,8811093,536722,67698.2442061851,1049146.55497425,16420.7893425616,342236.954953238,1141193,97008.7588910725,503921.603981104,2049510,428518.1,951750,41943,31057526,221203.076854429,1968728,1146130,1267206.53945304,183480.229355465,107311.970102914,523198300
1998/03/31,358455.52,4487847.715,737208,8866.48,25670893,7561973.3,1244.563,581330,36341659,128487743,,1374990.1,15243360,693469.5,408003.74,514193.2,313191.52,334608.6,155383.04,2843670.5,2423315.9,149857.64,4785025,51460.779874477,104836,8900582,8100377,1933940.06636569,98258.3536316948,9223920,545681,70904.7137756424,1061447.52539677,16649.942116862,348269.055365724,1150518,99674.1852136351,509946.149315447,2079203,431954.6,961038,,30941552,224099.96058493,2014357,1158044,1283367.65977038,185492.830824909,109988.008200843,521295400
1998/06/30,362005.14,4646997.531,761796,8969.699,25822654,7645837,1293.185,588371,37072901,134225917,,1360924.8,15726730,766872.8,416524.1,512267.7,315805.39,351689.1,157392.23,2915140.9,2519583.2,148808.03,4754881,58139.359809391,104867,9089192,8221048,1945400.16259082,100504.399119589,9620755,564161,73669.4414676141,1072134.56800963,17023.8647096299,353473.006883846,1156782,102360.211889347,519595.999663433,2107439,436326.2,972351,,30794110,226513.947729171,2069773,1164539,1299007.40444877,187947.7191631,112502.922265222,518600000
1998/09/30,363811.92,4817097.979,766165,9121.097,26108803,7724257.6,1305.353,597037,37602283,137963071,,1335680.3,16342670,867899.1,426617.3,507974.7,315917.39,366453.7,159530.09,2985775.3,2602546.6,146484.79,4709709,64032.7529335193,104857,9262711,8350928,1956210.40683495,103218.911225238,10027032,583792,76912.7334413457,1081277.40449421,17370.6677507877,358396.068448208,1161831,104727.85586736,529518.709506809,2132793,439075.3,980004,,30648255,228414.795277133,2122159,1176267,1312884.83848789,189239.478790433,114881.94048502,515135100
1998/12/31,362148.98,5159017.725,781463,9293.991,26405713,7789105.8,1315.08,604727,37535698,140483322,287400,1309454.4,16974120,955753,441562.1,501027.2,308720.76,384385,159740.94,3043804.5,2817304.3,143603.74,4698553,70203.14,105802,9366337,8506448,1963230.44436377,105539.891415994,10413869,603407,78535.5856793861,1090546.77291907,17414.8175875498,362464.208085456,1163885,107130.864616275,539492.505379058,2153917,440438.7,997247,50013,30906986,229689.711675041,2154262,1185988,1324034.95960863,190850.780869603,116548.010084548,512438600
1999/03/31,358509.39,5430029.21,800641,9417.264,26677261,7859809.1,1350.556,612761,37371312,142362692,,1290464.1,17492010,1015404,451171.1,503858.7,305035.56,382628,160484.68,3109933.5,3222196.3,141363.28,4662615,76262.41,106762,9506288,8641129,1983420.44104038,107533.593543654,10664048,625594,81784.9085280688,1110139.01892298,18135.1743150082,375582.269205113,1172931,111562.545705849,555844.748440374,2179689,440950.6,1011945,,31224179,232637.753821898,2177203,1196525,1341174.25845749,195634.601098813,120519.954730538,510919200
1999/06/30,351464.57,5634512.893,814763,9524.152,26978670,7952890,1463.005,620587,37197188,143364359,,1280468.3,18044700,1064191,463623.5,514275.4,308894.19,384388,161630.85,3180778.1,3776478.3,141693.72,4683983,84033.99,108257,9618688,8772723,2003950.40688608,109138.253851798,10950797,631187,84470.3144023851,1129058.86957914,18829.5087355199,389337.164903731,1185502,114704.469820732,568675.83116368,2202607,441099.5,1021668,,31433905,234376.871727496,2194528,1211219,1358135.88704747,198136.500606818,122768.000233781,509803800
1999/09/30,345052.77,5844544.814,850548,9681.856,27410783,8056607.2,1549.685,628800,37317856,146891826,,1277181.3,18521750,1077486,474848.6,530317.5,315277.11,387820,162158.07,3258628.6,4474134.1,143321.33,4741321,93343.57,109874,9703037,8902502,2027760.22062245,111113.995597946,11253890,638410,88148.5105362866,1150153.08380546,19811.1130706819,403795.190106684,1217904,117599.733686815,581527.909824144,2230214,442797.1,1031664,,31806296,239495.90228533,2212901,1223791,1377440.5743532,200859.011177082,125182.060885711,507924100
1999/12/31,343612.95,6175022.233,873060,9899.378,27943029,8202567.5,1455.826,636976,38205768,151565005,307600,1285759.9,18940500,1095732,485850,549005,327330.81,389569,166952.56,3344372.9,5148508,146258.41,4789365,104595.92,111131,9804503,9046441,2054500,112437.476155539,11605037,649719,92678,1173730,20862.6,419434,1265043,119603.3,595723,2261717,447941.4,1039752,59344.6,32028100,242304,2247227,1241521,1399901,203356,126916,504903100
2000/03/31,343763.37,6470381.998,894556,10002.857,28474056,8371564.2,1579.348,648682,39283795,157905434,,1306105.1,19506520,1150448.0479,498481.6,573242.2,344390.27,394095,171654.5,3432682.9,5874256,150560.75,4851496,118684.1,113179,9907879,9251889,2069290,118136.735730007,12022320,661105,96558,1188811,21634.1,427179,1330588,121754.4,608174,2291334,454179.3,1052515,,32364701,246141,2279643,1261735,1418458,205704,128916,506599200
2000/06/30,344283.63,6651923.732,928555,10247.679,29042225,8518182.5,1459.952,661426,40286401,164420263,,1318248.1,19936460,1216137.5404,512537.6,596212.6,358539.58,392641,175196.04,3524067.3,6535147,154459.9,4928606,133627.69,114726,10034456,9504311,2086470,124134.539104916,12426623,676474,100788,1207108,22177.7,435385,1395448,123737.5,621301,2333772,460570.3,1069431,,32758304,249903,2314429,1284317,1438766,208462,131171,507627000
2000/09/29,,6811728.794,,,,,,,,,,1335153.6,,1299281.5404,522956.1,602163.8,368279.64,382224.2,179049.86,3494339.8,7054262,,4929386,,,10134876,,,,,,,,,,,,,,,,,,,,,,,,
2000/09/30,344855.56,,968459,10319.825,29392187,8645959.2,1540.432,675321,41229904,169831964,,1342803.4,20365930,1377870.336,532897.6,619362.5,379709.27,382194.2,179378.36,3561568.8,7587883,159993.83,4975318,151706.93,116248,10279406,9768661,2100010,129855.793103448,12885675,695964,104496,1224597,22722.2,443847,1453961,126162.6,634668,2378680,467305.8,1084602,,32980308,253237,2353664,1304961,1459222,210999,133729,508960200
2000/12/29,,7002111.664,,,,,,,,,,1349886.1,,1418071.2881,533971.6,622682.6,380791,374234.7,179984.87,3608403.3,7798038,,5025271,,,10451190,,,,,,,,,,,,,,,,,,,,,,,,
2000/12/31,344467.11,,993726,10439.025,29739483,8764298.1,1633.833,685406,41979065,174896258,340100,1349949.6,20751090,1453387.3596,540620.3,627870.1,386538.33,378407.7,179502.42,3643673.4,8041160,165647.53,5081157,166658.02,118371,10479384,10017321,2108920,136279.800146735,13294815,709561,108216,1243197,23070.6,452181,1507115,128414.5,647851,2407855,472785.7,1095900,79655.7,32902682,256391,2387681,1326911,1479595,213742,136442,509860000
2001/03/30,,6948917.967,,,,,,,,,,1326434.6,,1479334.3596,537515.5,624383.1,378970.33,384800.3,179040.152,3664690.4,8198449,,5153742,,,10397364,,,,,,,,,,,,,,,,,,,,,,,,
2001/03/31,342317.66,,1017201,10472.879,30005559,8850820.7,1697.161,695478,42645824,178420362,,1325104.7,21026360,1511883.2217,537972.8,631017.5,376171.83,389240.3,178224.852,3699321.5,8367424,168660.69,5191179,177711.32,119767,10349102,10307141,2125960,142437.200146735,13816599,721554,112551,1261363,23246.7,461312,1538792,130045.9,661186,2439476,477546.7,1104074,,32890098,258664,2434787,1340250,1497784,216353,139246,510834700
2001/06/29,,7005547.279,,,,,,,,,,1298766.7,,1561810.2217,539139.6,626231.5,369725.83,394127.2,182996.964,3635102.5,8564116,,5158995,,,10039382,10548570,,,,,,,,,,,,,,,,,,,,,,,
