, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, 
Date, GDID, GDTR, GDMX, GDEG, GDPH, GDBH, GDBR, GDCO, GDDO, GDPA, GDQA, GDZA, GDCN, GDIL, GDGH, GDPE, GDRU, GDLK, GDCL, GDSV, 
7/31/2012,12.399,12.624,18.554,13.954,13.676,7.117,14.549,14.523,8.563,15.255,9.912,9.85,1.247,5.46,5.178,19.324,14.596,8.069,8.554,17.684, 
8/31/2012,12.253,12.526,20.283,14.072,13.565,7.074,14.424,14.389,8.498,15.176,9.448,9.764,1.162,5.359,5.093,19.164,14.492,7.992,8.473,17.644, 
9/30/2012,12.278,12.217,20.206,14.185,13.518,7.011,14.205,14.296,8.417,15.096,9.401,9.617,1.079,5.285,5.011,19.141,14.389,7.938,8.388,17.523, 
10/31/2012,12.266,12.169,19.862,14.031,13.438,6.955,14.347,14.243,8.328,15.039,9.388,9.493,0.995,5.234,4.926,19.059,14.303,7.86,12.983,17.491, 
11/30/2012,12.173,12.278,20.014,13.89,13.717,6.875,14.332,14.214,8.251,14.977,9.335,9.512, ,5.174,4.844,18.958,14.252,7.773,12.937,17.419, 
12/31/2012,12.057,12.552,19.925,13.789,13.639,6.833,14.235,14.149,8.173,14.9,9.233,9.431, ,5.062,4.759,18.851,14.174,7.687,12.81,16.585, 
1/31/2013,11.78,12.73,20.416,13.877,13.86,6.752,14.025,13.615,8.133,14.667,9.064,9.229, ,4.989,4.674,18.55,14.061,7.611,12.63,16.504, 
2/28/2013,11.631,12.575,21.031,13.66,13.776,6.67,13.912,13.536,8.072,14.595,8.887,9.148, ,4.925,4.597,18.53,13.924,7.505,12.573,16.419, 
3/31/2013,12.069,12.439,20.996,13.404,13.693,6.587,13.789,13.392,7.979,14.539,8.748,9.014, ,4.835,4.512,18.441,13.769,7.428,12.482,16.248, 
4/30/2013,13.153,13.087,21.232,13.344,13.722,6.514,13.836,13.541,8.682,16.375,9.606,9.041, ,9.031,4.43,18.556,13.752,7.36,12.473,16.188, 
5/31/2013,13.157,12.841,20.474,13.211,13.481,6.421,13.495,13.135,8.604,16.025,9.344,8.818, ,8.843,4.345,18.131,13.574,7.238,12.265,15.992, 
6/30/2013,13.03,12.497,19.736,13.076,13.31,7.413,13.228,12.892,8.474,15.748,9.063,9.702, ,8.644,4.263,17.821,13.436,7.114,11.984,15.735, 
7/31/2013,12.652,12.278,19.835,12.887,13.249,7.287,13.27,12.749,8.631,15.666,8.946,9.55, ,8.493,4.178,17.755,13.36,7.046,11.96,15.665, 
8/31/2013,12.215,12.026,19.499,12.842,13.086,7.984,13.127,12.515,8.526,15.401,8.808,9.403, ,8.31,7.718,17.585,13.255,6.908,11.781,15.609, 
9/30/2013,12.003,12.134,20.764,12.757,13.108,7.933,13.102,12.367,8.437,15.456,8.814,9.899, ,8.325,7.634,17.653,13.262,6.858,11.763,15.64, 
10/31/2013,12.077,11.95,19.595,12.712,13.024,7.858,13.337,12.382,8.58,15.464,8.75,9.827, ,8.322,7.631,17.601,13.2,6.808,11.658,15.554, 
11/30/2013,11.763,11.669,19.128,12.587,12.898,7.788,13.131,12.114,8.494,15.634,8.612,9.737, ,8.224,7.547,17.28,13.041,6.69,11.423,15.514, 
12/31/2013,11.741,11.456,19.234,12.424,12.839,7.699,13.085,12.813,8.411,15.567,8.49,9.673, ,8.089,7.423,17.247,12.974,6.616,11.373,15.275, 
1/31/2014,12.582,11.35,19.597,12.441,12.847,7.605,12.948,14.473,8.352,15.503,10.046,9.583, ,8,7.359,17.207,12.883,6.867,11.286,15.168, 
2/28/2014,12.653,11.987,19.772,12.335,12.837,7.54,12.89,14.553,8.354,15.515,10.007,9.553, ,7.944,7.24,17.698,12.834,6.794,11.262,15.171, 
3/31/2014,12.658,12.782,20.596,12.215,12.968,7.459,13.336,14.59,8.277,16.196,9.949,9.459, ,7.908,7.154,17.714,12.71,6.716,11.265,15.118, 
4/30/2014,12.976,12.839,20.487,12.203,12.887,7.374,13.284,14.563,13.302,16.125,9.91,9.426, ,7.912,7.131,17.685,13.126,6.451,11.157,15.059, 
5/31/2014,13.09,12.843,20.798,12.345,12.855,7.323,13.264,14.645,13.43,16.129,9.947,9.406, ,7.904,7.068,17.677,13.18,6.373,11.178,15.073, 
6/30/2014,12.926,12.765,20.707,12.242,12.737,7.23,13.182,14.581,13.335,16.029,9.814,9.325, ,7.844,6.984,17.548,13.096,6.294,11.089,15.002, 
7/31/2014,12.952,12.691,20.71,12.148,12.682,7.128,12.688,14.517,14.239,15.969,9.746,11.076, ,9.598,6.898,17.534,13.013,6.204,11.027,14.935, 
8/31/2014,12.943,12.669,20.873,12.112,12.651,7.05,14.567,14.53,14.311,15.982,9.72,11.055, ,9.569,6.758,17.583,12.925,6.126,11.077,14.859, 
9/30/2014,12.681,12.467,20.473,12.046,12.529,11.184,14.172,14.307,14.211,15.109,9.602,10.679, ,9.514,8.471,17.459,12.861,6.038,10.904,14.39, 
10/31/2014,12.698,12.559,20.423,11.985,12.498,11.176,14.198,14.56,14.111,15.056,9.596,10.661, ,9.483,8.455,17.346,12.797,5.96,10.832,14.334, 
11/30/2014,12.685,12.52,19.951,12.023,12.436,11.072,14.156,14.519,14.176,15.003,9.546,10.664, ,9.452,8.359,18.913,12.673,5.877,10.715,14.312, 
12/31/2014,12.584,12.438,20.016,11.931,12.376,10.812,14.091,14.47,14.079,14.995,9.418,10.589, ,9.384,8.259,18.878,12.462,5.794,10.583,14.142, 
1/31/2015,13.643,12.965,20.84,11.713,13.647,10.773,13.947,15.571,16.54,15.027,9.489,10.586, ,9.367,8.066,18.961,12.436,5.714,10.659,14.088, 
2/28/2015,13.538,12.726,20.644,11.589,13.501,10.739,13.702,15.448,16.722,14.88,9.365,10.464, ,9.273,8.064,18.865,12.36,5.626,10.587,13.983, 
3/31/2015,13.479,12.663,20.479,11.571,13.456,10.569,13.65,15.957,16.608,14.279,9.347,10.317, ,9.21,7.973,20.112,12.365,5.543,10.511,13.865, 
4/30/2015,13.347,12.467,20.152,11.55,13.348,10.536,13.594,15.812,16.388,14.126,9.288,10.216, ,9.117,7.947,19.986,12.283,5.463,10.334,13.768, 
5/31/2015,13.002,12.337,19.977,11.387,13.254,10.427,13.481,15.657,16.738,14.002,9.158,10.13, ,9.012,7.841,20.289,12.19,5.371,10.19,13.718, 
6/30/2015,12.814,12.128,19.578,10.61,13.108,10.257,13.223,15.308,16.609,13.845,8.963,9.959, ,8.807,7.715,20.089,12.076,5.849,10.028,13.539, 
7/31/2015,12.692,12.018,19.662,10.477,13.064,10.112,12.568,15.252,16.542,13.796,8.881,9.869, ,8.73,7.611,20.106,12.017,5.769,9.958,13.48, 
8/31/2015,12.471,11.849,19.333,10.416,12.956,9.97,12.406,15.026,16.504,13.666,8.822,9.716, ,8.657,7.485,19.121,11.949,5.684,10.427,13.305, 
9/30/2015,12.341,12.159,19.92,10.304,12.853,9.747,12.123,14.505,16.394,13.589,8.746,9.534, ,8.608,7.346,18.952,11.826,5.594,10.279,13.179, 
10/31/2015,12.412,12.269,19.972,10.097,13.013,9.606,12.07,14.543,16.33,13.54,8.724,9.572, ,8.563,9.75,18.95,11.824,5.517,10.209,13.105, 
11/30/2015,12.28,12.117,19.87,9.951,12.909,9.228,11.972,14.452,16.277,13.413,8.625,9.506, ,9.914,9.662,18.727,11.745,6.441,10.136,13.084, 
12/31/2015,12.543,12.075,19.645,9.858,12.825,8.984,11.683,14.187,16.07,13.288,8.425,9.347, ,9.807,9.593,18.572,11.634,6.327,10.037,12.909, 
1/31/2016,12.486,12.016,20.312,9.694,13.06,8.938,12.606,15.112,15.261,13.213,9.259,9.212, ,9.723,9.495,18.585,11.6,6.233,10.328,12.723, 
2/29/2016,12.411,11.887,20.365,9.623,12.639,8.803,12.57,15.104,15.247,13.241,9.397,9.148, ,9.76,9.322,18.584,11.539,6.164,10.335,12.686, 
3/31/2016,12.674,11.933,20.66,9.655,13.455,8.748,12.585,15.369,15.325,13.116,9.331,9.188, ,10.972,9.288,18.627,11.471,6.089,10.288,12.679, 
4/30/2016,12.631,11.854,20.581,9.557,13.384,8.681,12.548,15.386,15.224,13.04,9.277,9.179, ,10.925,9.167,18.598,11.917,6.028,10.256,12.625, 
5/31/2016,12.579,12.242,20.398,9.4,13.296,8.546,12.407,15.239,15.183,12.934,9.113,9.079, ,10.85,9.093,18.41,11.83,5.899,10.148,12.566, 
6/30/2016,12.633,12.235,20.804,9.342,13.325,8.541,12.619,15.472,15.21,12.97,10.468,9.164, ,10.917,9.067,18.554,11.756,5.818,10.166,12.437, 
7/31/2016,12.698,12.569,20.696,9.46,13.305,8.518,13.368,15.349,15.071,12.946,10.391,9.114, ,10.764,9.091,18.59,11.692,6.293,10.151,12.546, 
8/31/2016,12.634,12.525,21.021,9.458,13.178,8.532,13.374,15.469,15.164,12.915,10.386,9.055, ,10.738,9.315,18.618,11.656,6.246,10.125,12.514, 
9/30/2016,12.608,12.408,20.576,9.368,13.086,8.307,13.224,15.411,15.019,12.809,10.303,8.945, ,10.715,9.527,18.565,11.5,6.167,10.05,12.397, 
10/31/2016,12.403,12.139,20.249,9.145,12.873,8.51,13.083,15.119,14.724,12.633,10.146,10.777, ,10.983,9.364,19.037,11.055,6.074,9.845,12.299, 
11/30/2016,12.203,11.729,19.627,9.444,12.658,8.351,12.751,14.775,14.456,12.405,9.902,10.623, ,10.631,9.254,18.669,10.932,5.921,9.647,11.99, 
12/31/2016,12.405,11.692,19.746,9.36,12.562,8.318,12.735,14.749,14.352,12.298,9.793,10.58, ,10.589,9.167,18.581,10.863,5.819,9.543,11.967, 
1/31/2017,12.795,11.557,19.696,11.347,12.559,8.308,12.955,15.399,13.877,12.255,10.587,10.511, ,10.469,9.093,18.593,10.832,5.755,9.496,11.861, 
2/28/2017,12.838,11.491,19.804,11.359,13.313,8.465,12.878,15.39,13.903,12.212,10.519,10.468, ,10.456,9.044,18.561,10.742,5.696,9.518,11.875, 
3/31/2017,12.584,11.792,20.306,11.234,13.271,8.374,12.728,15.38,13.841,12.155,10.447,10.293, ,10.434,8.996,18.55,10.657,5.617,9.444,11.775, 
4/30/2017,12.488,12.201,20.223,11.19,13.189,8.274,12.727,15.321,13.786,12.119,10.432,10.235, ,10.394,8.861,18.508,10.547,5.564,9.332,11.662, 
5/31/2017,12.482,12.684,20.147,12.518,13.111,8.204,12.604,15.25,13.734,13.802,10.381,10.213, ,10.34,8.785,18.38,10.494,6.141,9.254,11.683, 
6/30/2017,12.371,12.578,20.183,12.51,13.065,8.032,12.497,15.12,13.524,13.71,10.206,10.048, ,10.366,8.699,18.256,11.262,6.043,13.617,11.565, 
7/31/2017,12.572,12.497,20.173,12.346,12.99,8.073,12.425,15.067,13.489,13.67,10.192,9.967, ,10.17,8.612,18.271,12.218,6.005,13.591,11.471, 
8/31/2017,12.523,12.473,20.241,12.32,12.911,8.01,12.379,14.792,13.471,13.666,10.14,9.928, ,10.15,8.572,18.275,12.205,5.94,13.611,11.468, 
9/30/2017,12.178,12.87,20.149,12.255,12.816,9.702,12.34,14.722,13.231,13.609,10.054,11.514, ,10.13,8.522,18.217,13.047,5.861,13.469,11.423, 
10/31/2017,12.453,12.992,21.058,12.211,12.725,9.444,13.181,14.675,13.245,13.507,9.943,11.315, ,10.014,8.394,18.142,12.985,5.805,13.382,11.372, 
11/30/2017,12.585,12.87,21.1,12.202,12.654,9.848,13.144,14.69,13.247,13.446,9.891,11.333, ,9.996,8.328,18.046,12.999,5.694,13.37,11.334, 
12/31/2017,12.892,12.875,21.041,12.154,12.591,9.776,13.059,14.614,13.174,13.385,9.781,11.435,7.345,9.974,8.259,17.997,12.933,5.613,13.25,11.261, 
1/31/2018,12.712,12.622,20.685,11.974,12.977,9.792,13.69,14.532,13.074,13.299,9.649,11.359,7.253,11.961,8.17,17.937,13.375,6.049,13.117,11.217, 
2/28/2018,12.513,12.398,20.471,12.877,12.604,9.652,13.471,14.29,14.23,13.132,9.498,11.163,7.164,11.749,8.098,17.77,13.274,5.924,12.904,11.086, 
3/31/2018,13.021,12.653,20.459,12.785,12.597,9.452,13.423,15.454,14.143,13.097,9.416,11.064,7.087,13.898,7.993,18.331,14.049,5.828,12.936,10.976, 
4/30/2018,12.837,12.463,20.174,12.606,12.448,9.377,13.287,15.352,13.934,14.441,13.079,10.874,6.999,13.747,7.846,18.197,13.962,6.368,12.751,10.866, 
5/31/2018,12.738,12.264,20.015,12.545,12.368,9.248,13.054,15.219,13.803,14.338,13.011,12.666,6.905,13.698,13.231,18.007,13.809,6.265,12.694,10.754, 
6/30/2018,12.597,12.15,20.088,12.228,12.691,9.035,12.923,15.128,13.676,14.248,12.952,12.425,6.831,13.692,13.108,17.944,13.743,6.149,12.561,10.607, 
7/31/2018,12.571,12.006,20.037,12.319,12.681,9.065,13.022,15.085,13.372,14.273,12.996,12.457,6.737,13.623,13.104,17.98,13.751,6.117,12.505,10.55, 
8/31/2018,12.507,11.782,20.06,11.995,12.566,8.947,12.673,15.07,13.204,14.215,12.945,12.272,6.649,13.534,13.052,17.927,13.56,6.021,12.449,10.427, 
9/30/2018,12.386,11.88,20.037,12.007,12.482,8.943,12.775,14.963,13.142,14.197,12.911,12.261,6.561,13.425,12.991,17.83,13.53,5.942,12.377,10.344, 
10/31/2018,12.128,11.461,19.446,11.757,12.317,8.763,13.001,14.696,12.985,14.466,12.71,11.954,9.014,13.285,12.819,17.605,13.383,5.821,12.132,10.193, 
11/30/2018,12.081,11.655,19.371,11.486,12.281,8.706,12.919,14.59,12.861,14.39,12.618,11.933,8.977,13.176,12.698,17.482,13.292,5.712,12.053,10.167, 
12/31/2018,12.296,11.717,20.054,11.393,12.27,8.696,12.956,14.516,12.854,14.386,12.663,11.934,8.928,13.302,12.416,17.483,13.206,5.658,11.979,11.45, 
1/31/2019,12.288,11.684,19.728,11.417,12.445,8.707,12.982,15.399,12.896,15.598,13.64,12.018,8.853,13.127,12.399,17.519,13.275,5.6,12.015,11.441, 
2/28/2019,12.056,11.191,19.652,12.337,12.343,8.723,12.832,15.744,12.809,15.493,13.571,11.934,8.788,13.046,12.42,17.477,13.383,5.513,11.975,11.4, 
3/31/2019,12.451,11.044,19.717,12.245,12.335,8.645,12.635,15.792,12.806,15.588,15.189,13.001,8.758,13.094,15.201,17.471,13.536,5.91,12.027,11.327, 
4/30/2019,12.394,10.953,19.578,12.686,12.237,9.289,12.563,15.711,12.707,14.888,15.16,12.868,8.62,13.005,15.052,17.413,14.845,5.824,11.906,11.238, 
5/31/2019,12.373,10.836,19.501,12.522,12.2,9.077,12.519,15.615,12.94,14.847,15.17,12.868,8.662,13.027,14.873,17.319,14.791,5.706,11.905,11.112, 
6/30/2019,12.367,11.263,19.666,12.616,12.195,9.055,12.588,15.66,12.96,14.892,15.248,13.316,8.628,13.083,14.887,17.31,14.66,5.642,15.148,11.034, 
7/31/2019,12.27,10.932,20.016,12.546,12.132,9.186,12.642,15.635,12.96,15.607,15.215,13.192,8.539,12.933,14.838,17.293,14.61,6.068,15.098,10.992, 
8/31/2019,12.426,10.778,20.615,12.421,12.165,9.161,12.605,15.801,12.941,15.893,15.563,13.215,8.632,13.25,14.682,17.483,14.662,5.96,16.748,14.04, 
9/30/2019,12.269,10.834,20.458,12.292,12.077,8.945,12.466,15.647,12.803,15.724,15.312,12.638,8.546,13.036,14.568,17.348,14.598,5.861,16.48,13.915, 
10/31/2019,12.441,10.696,20.308,12.166,11.921,9.019,12.414,15.544,12.706,15.549,15.188,14.979,8.416,12.907,14.528,17.252,14.552,6.159,16.375,13.812, 
11/30/2019,12.255,10.331,20.269,12.526,11.86,8.946,13.115,15.429,12.55,16.401,15.126,14.852,8.335,12.82,14.401,17.273,14.561,6.023,16.216,13.754, 
12/31/2019,12.174,10.352,20.283,12.591,11.778,8.929,13.105,15.357,12.603,16.352,15.067,14.801,7.705,12.782,14.316,17.196,14.534,5.98,16.037,13.773, 
1/31/2020,12.293,10.434,20.379,12.556,12.374,9.397,14.102,15.573,14.724,16.446,15.116,14.756,7.702,15.642,14.214,17.265,14.566,5.911,17.203,13.709, 
2/29/2020,12.249,9.949,20.321,12.205,12.312,9.24,14.068,15.468,14.583,16.391,15.051,14.571,7.697,15.724,16.018,17.229,14.458,5.779,17.17,13.564, 
3/31/2020,11.943,9.688,19.615,11.616,12.14,8.65,13.535,14.964,14.112,15.987,14.681,13.819,7.559,15.032,15.615,17.084,14.245,5.576,16.874,12.98, 
4/30/2020,12.887,9.896,18.958,11.734,12.121,8.765,13.455,14.79,13.874,18.475,15.451,13.898,7.537,22.419,15.719,15.519,14.22,5.514,16.636,13.188, 
5/31/2020,13.485,9.796,19.364,12.681,12.498,8.57,13.4,15.027,14.822,18.51,15.567,13.88,7.42,26.712,15.694,15.445,14.37,5.404,15.929,13.024, 
6/30/2020,13.489,9.991,19.333,12.614,12.401,8.64,12.907,15.506,14.732,18.536,16.578,13.962,7.368,26.949,15.514,15.394,14.214,5.301,16.015,12.97, 
7/31/2020,13.587,9.877,19.572,12.562,12.425,8.581,13.058,16.406,14.974,18.853,16.848,13.94,7.378,27.588,15.441,15.527,14.209,5.662,16.19,15.612, 
8/31/2020,13.431,9.825,19.471,12.575,12.222,8.525,12.879,16.195,14.841,18.631,16.588,13.841,7.211,27.123,14.994,15.391,14.117,5.59,15.97,15.512, 
9/30/2020,13.268,9.694,19.207,12.331,12.153,8.353,12.685,16.045,16.509,19.039,16.432,13.533,7.166,27.056,14.58,15.188,13.972,5.458,16.409,15.32, 
10/31/2020,13.179,9.384,19.108,12.141,12.057,8.277,12.647,15.981,16.437,18.819,16.277,13.611,7.435,26.615,14.632,15.111,13.898,5.375,16.199,15.218, 
11/30/2020,13.251,9.552,20,12.296,11.997,8.351,12.829,15.98,16.682,18.899,16.364,13.734,7.39,26.621,14.753,14.822,13.947,5.224,16.229,15.299, 
12/31/2020,13.249,9.576,20.668,12.377,12.398,8.307,12.865,15.882,17.79,18.831,16.205,13.732,7.294,26.611,14.665,21.218,13.905,5.177,16.133,15.264, 
1/31/2021,13.74,9.3,21.491,12.159,12.294,8.806,12.52,16.668,17.377,19.175,16.62,13.542,7.177,26.423,14.521,21.025,13.715,5.349,18.396,15.137, 
