, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, Full Market Value LOC U, 
Date, GDPL, GDAZ, GDEC, GDGA, GDHN, GDCI, GDSN, GDTT, GDZM, GDAM, GDHR, GDIQ, GDSI, GDDZ, GDAW, GDBB, GDBZ, GDGR, GDLT, GDNA, GDRW, 
10/31/1994,3979.544, , , , , , , , , , , , , , , , , , , , , 
11/30/1994,3892.861, , , , , , , , , , , , , , , , , , , , , 
12/31/1994,3844.417, , , , , , , , , , , , , , , , , , , , , 
1/31/1995,3656.413, , , , , , , , , , , , , , , , , , , , , 
2/28/1995,3602.427, ,1826.165, , , , , , , , , , , , , , , , , , , 
3/31/1995,3542.812, ,1737.277, , , , , , , , , , , , , , , , , , , 
4/30/1995,3810.281, ,2043.38, , , , , , , , , , , , , , , , , , , 
5/31/1995,4102.031, ,2227.065, , , , , , , , , , , , , , , , , , , 
6/30/1995,4533.865, ,2200.037, , , , , , , , , , , , , , , , , , , 
7/31/1995,4455.375, ,2216.825, , , , , , , , , , , , , , , , , , , 
8/31/1995,4599.304, ,2154.373, , , , , , , , , , , , , , , , , , , 
9/30/1995,4765.298, ,2169.017, , , , , , , , , , , , , , , , , , , 
10/31/1995,4619.866, ,2219.213, , , , , , , , , , , , , , , , , , , 
11/30/1995,4648.103, ,2218.846, , , , , , , , , , , , , , , , , , , 
12/31/1995,4728.739, ,2327.356, , , , , , , , , , , , , , , , , , , 
1/31/1996,5525.207, ,2744.138, , , , , , , , , , , , , , , , , , , 
2/29/1996,5374.678, ,2476.146, , , , , , , , , , , , , , , , , , , 
3/31/1996,5488.287, ,2478.673, , , , , , , , , , , , , , , , , , , 
4/30/1996,5529.819, ,2638.78, , , , , , , , , , , , , , , , , , , 
5/31/1996,5474.113, ,2612.362, , , , , , , , , , , , , , , , , , , 
6/30/1996,5598.877, ,2699.422, , , , , , , , , , , , , , , , , , , 
7/31/1996,5684.074, ,2771.135, , , , , , , ,1351.718, , , , , , , , , , , 
8/31/1996,5801.102, ,2711.076, , , , , , , ,1345.835, , , , , , , , , , , 
9/30/1996,5814.661, ,2988.556, , , , , , , ,1364.962, , ,420.628, , , , , , , , 
10/31/1996,5811.397, ,3261.287, , , , , , , ,1400.384, , ,438.79, , , , , , , , 
11/30/1996,6070.47, ,3494.383, , , , , , , ,1426.535, , ,447.749, , , , , , , , 
12/31/1996,6019.947, ,3512.838, , , , , , , ,1465.612, , ,485.886, , , ,526.801, , , , 
1/31/1997,6067.706, ,3616.857, , , , , , , ,1173.441, , ,511.476, , , ,529.648, , , , 
2/28/1997,6048.361, ,3473.729, , , , , , , ,1166.766, , ,493.435, , , ,531.49, , , , 
3/31/1997,5932.239, ,3198.899, , , , , , , ,1446.076, , ,490.123, , , ,530.332, , , , 
4/30/1997,4194.838, ,3672.344, , , , , , , ,1468.865, , ,488.927, , , ,538.79, , , , 
5/31/1997,4312.409, ,3868.299, , , , , , , ,1486.209, , ,523.956, , , ,518.923, , , , 
6/30/1997,4392.565, ,3955.236, , , , , , , ,1497.883, , ,546.701, , , ,523.695, , , , 
7/31/1997,4833.526, ,4424.879, , , , , , , ,1441.619, , ,568.211, , , ,531.873, , , , 
8/31/1997,4726.54, ,4264.941, , , , , , , ,1429.675, , ,557.577, , , ,532.51, , , , 
9/30/1997,4866.318, ,4473.698, , , , , , , ,1437.839, , ,563.04, , , ,537.387, , , , 
10/31/1997,4568.931, ,3867.443, , , , , , , ,1314.064, , ,525.591, , , ,542.675, , , , 
11/30/1997,4699.595, ,4001.041, , , , , , , ,1357.406, , ,535.864, , , ,520.188, , , , 
12/31/1997,4797.26, ,4232.902, , , , , , , ,1381.108, , ,530.082, , , ,524.776, , , , 
1/31/1998,5911.831, ,4071.232, , , , , , , ,1524.733, , ,943.194, , , ,530.768, , , , 
2/28/1998,5970.775, ,4117.278, , , , , , , ,1570.845, , ,930.269, , , ,532.03, , , , 
3/31/1998,6025.838, ,4150.431, , ,485.295, , , , ,1587.019, , ,978.267, , , ,541.042, , , , 
4/30/1998,6004.994, ,4130.31, , ,483.494, , , , ,1602.973, , ,1003.462, , , ,1830.941, , , , 
5/31/1998,6036.716, ,3993.266, , ,477.232, , , , ,1593.08, , ,990.527, , , ,2351.121, , , , 
6/30/1998,6046.942, ,3906.324, , ,430.197, , , , ,1593.926, , ,998.609, , , ,2373.933, , , , 
7/31/1998,6099.812, ,4016.533, , ,443.894, , , , ,1562.218, , ,990.257, , , ,2400.495, , , , 
8/31/1998,5571.708, ,2421.211, , ,272.285, , , , ,1409.242, , ,682.395, , , ,2383.059, , , , 
9/30/1998,5984.065, ,2637.945, , ,333.445, , , , ,1270.814, , ,595.184, , , ,2426.109, , , , 
10/31/1998,6023.154, ,3050.023, , ,354.35, , , , ,1423.607, , ,623.899, , , ,2416.612, , , , 
11/30/1998,6119.728, ,3435.28, , ,420.924, , , , ,1491.416, , ,658.657, , , ,1912.298, , , , 
12/31/1998,8162.667, ,3039.139, , ,311.082, , , , ,1433.195, , ,615.975, , , ,1919.685, , , , 
1/31/1999,8101.407, ,2691.337, , ,354.636, , , , ,1468.683, , ,602.592, , , ,1934.885, , , , 
2/28/1999,8056.267, ,2320.048, , ,333.902, , , , ,1479.635, , ,542.385, , , ,1810.568, , , , 
3/31/1999,8146.263, ,2577.599, , ,344.273, , , , ,1438.862, , ,572.554, , , ,1832.246, , , , 
4/30/1999,7987.52, ,2947.218, , ,317.31, , , , ,1409.108, , ,655.577, , , ,1834.151, , , , 
5/31/1999,7873.832, ,2704.468, , ,319.385, , , , ,1436.187, , ,728.924, , , ,1803.331, , , , 
6/30/1999,7800.647, ,2562.768, , ,340.127, , , , ,1446.463, , ,775.542, , , ,1793.142, , , , 
7/31/1999,6813.041, ,2387.378, , ,331.83, , , , ,1383.304, , ,876.821, , , ,1776.585, , , , 
8/31/1999,4924.416, ,1865.769, , ,306.424, , , , ,1379.13, , ,824.56, , , ,1777.697, , , , 
9/30/1999,4256.324, ,1606.773, , ,249.65, , , , ,1394.365, , ,916.012, , , ,1739.281, , , , 
10/31/1999,4188.809, ,1764.723, , ,309.552, , , , ,1448.5, , ,911.256, , , ,1736.881, , , , 
11/30/1999,4208.094, ,1973.684, , ,276.529, , , , ,1513.952, , ,951.892, , , ,1733.133, , , , 
12/31/1999,4221.686, ,1920.703, , ,231.115, , , , ,1573.271, , ,969.753, , , ,1724.3, , , , 
1/31/2000,4198.602, ,1792.316, , ,247.652, , , , ,1576.855, , ,1032.28, , , ,1712.001, , , , 
2/29/2000,4279.907, ,1912.091, , ,237.335, , , , ,1592.461, , ,974.563, , , ,1736.848, , , , 
3/31/2000,4276.743, ,2071.421, , ,238.408, , , , ,1602.486, , ,1005.955, , , ,1709.609, , , , 
4/30/2000,4237.11, ,1990.278, , ,216.775, , , , ,1568.775, , ,1002.347, , , ,1707.757, , , , 
5/31/2000,4136.697, ,1752.972, , ,203.458, , , , ,1522.096, , ,1025.915, , , ,1700.97, , , , 
6/30/2000,4221.513, ,1928.881, , ,198.352, , , , ,1564.982, , ,1044.656, , , ,1740.68, , , , 
7/31/2000,4304.523, ,2390.808, , ,209.678, , , , ,1546.558, , ,1109.159, , , ,1752.023, , , , 
8/31/2000,4422.254, ,1782.465, , ,227.172, , , , ,1480.97, , ,1067.968, , , ,1778.661, , , , 
9/30/2000,4426.502, ,1889.167, , ,215.846, , , , ,1473.998, , ,1002.587, , , ,1736.087, , , , 
10/31/2000,3504.569, ,1840.486, , ,165.967, , , , ,1492.995, , ,992.515, , , ,1758.122, , , , 
11/30/2000,3562.71, ,1798.958, , ,164.425, , , , ,1503.169, , ,1002.807, , , ,1803.765, , , , 
12/31/2000,3727.694, ,1847.917, , ,158.257, , , , ,1531.86, , ,995.557, , , ,1853.765, , , , 
1/31/2001,3789.433, ,2111.25, , ,131.561, , , , ,1513.177, , ,1024.816, , , ,1885.356, , , , 
2/28/2001,3827.436, ,2069.306, , ,145.919, , , , ,1155.445, , ,999.061, , , ,1899.698, , , , 
3/31/2001,3887.842, ,1993.889, , ,182.93, , , , ,1151.987, , ,931.919, , , ,1849.329, , , , 
4/30/2001,3553.272, ,1825.833, , ,182.93, , , , ,1156.832, , ,940.652, , , ,1821.629, , , , 
5/31/2001,3577.127, ,1926.389, , ,180.908, , , , ,1175.055, , ,977.599, , , ,1826.462, , , , 
6/30/2001,3608.076, ,2032.292, , ,197.392, , , , ,1187.109, , ,963.833, , , ,1838.243, , , , 
7/31/2001,3627.909, ,1913.542, , ,209.729, , , , ,1082.596, , ,951.651, , , ,1885.846, , , , 
8/31/2001,3668.556, ,1953.542, , ,174.74, , , , ,1088.398, , ,939.127, , , ,1947.746, , , , 
9/30/2001,3676.307, ,1903.056, , ,191.223, , , , ,1081.956, , ,816.794, , , ,1945.019, , , , 
10/31/2001,3610.096, ,1939.236, , ,176.762, , , , ,1085.748, , ,871.023, , , ,1980.092, , , , 
11/30/2001,3656.316, ,2009.028, , ,175.751, , , , ,1095.989, , ,893.902, , , ,1940.247, , , , 
12/31/2001,3637.068, ,2212.431, , ,174.689, , , , ,1113.438, , ,932.612, , , ,1922.75, , , , 
1/31/2002,3665.026, ,2332.986, , ,211.751, , , , ,1091.873, , ,940.732, , , ,1923.366, , , , 
2/28/2002,3680.953, ,2323.09, , ,240.367, , , , ,1094.346, , ,931.088, , , ,1948.12, , , , 
3/31/2002,3678.116, ,2424.167, , ,243.451, , , , ,1096.996, , ,872.693, , , ,1839.424, , , , 
4/30/2002,3615.223, ,2559.583, , ,271.209, , , , ,1099.557, , ,897.733, , , ,1901.814, , , , 
5/31/2002,3627.755, ,2274.653, , ,272.22, , , , ,1102.472, , ,891.176, , , ,1925.722, , , , 
6/30/2002,3649.578, ,2225.694, , ,250.63, , , , ,1105.122, , ,871.644, , , ,1960.305, , , , 
7/31/2002,4686.414, ,1786.111, , ,243.451, , , , ,1091.844, , ,865.633, , , ,2017.936, , , , 
8/31/2002,4756.42, ,1848.75, , ,237.282, , , , ,1106.29, , ,846.7, , , ,2042.141, , , , 
9/30/2002,5278.43, ,1661.875, , ,202.581, , , , ,956.617, , ,786.963, , , ,2056.284, , , , 
10/31/2002,5239.719, ,1804.167, , ,196.73, , , , ,958.974, , ,797.727, , , ,2046.417, , , , 
11/30/2002,3908.94, ,1854.167, , ,181.641, , , , ,960.265, , ,806.92, , , ,2007.045, , , , 
12/31/2002,3993.106, ,1817.5, , ,144.484, , , , ,962.177, , ,809.44, , , ,2059.915, , , , 
1/31/2003,3957.11, ,2097.917, , ,168.81, , , , ,581.422, , ,821.928, , , ,2051.238, , , , 
2/28/2003,4024.127, ,2088.542, , ,178.807, , , , ,582.417, , ,822.576, , , ,2081.646, , , , 
3/31/2003,3990.092, ,2303.75, , ,185.857, , , , ,584.179, , ,751.642, , , ,2030.157, , , , 
4/30/2003,2893.236, ,2710.417, , ,190.004, , , , ,586.048, , ,761.084, , , ,2033.467, , , , 
5/31/2003,3053.241, ,2707.917, , ,216.113, , , , ,586.675, , ,767.398, , , ,2080.807, , , , 
6/30/2003,3049.575, ,2627.5, , ,229.994, , , , ,587.413, , ,772.162, , , ,2102.808, , , , 
7/31/2003,2515.795, ,2560.417, , , , , , , ,544.138, , ,768.843, , , ,2041.526, , , , 
8/31/2003,2514.732, ,2517.153, , , , , , , ,545.597, , ,763.42, , , ,2035.894, , , , 
9/30/2003,2579.675, ,2689.583, , , , , , , ,546.476, , ,431.86, , , ,2029.352, , , , 
10/31/2003,3495.777, ,2900.347, , , , , , , ,547.477, , ,436.096, , , ,2017.245, , , , 
11/30/2003,3541.621, ,2957.778, , , , , , , ,548.326, , ,442.945, , , ,2015.41, , , , 
12/31/2003,3552.919, ,3243.75, , , , , , , ,549.175, , ,445.127, , , ,2030.06, , , , 
1/31/2004,3540.494, ,3468.333, , , , , , , ,506.266, , ,447.031, , , ,2041.193, , , , 
2/29/2004,3614.487, ,3382.639, , , , , , , ,505.154, , ,448.882, , , ,2060.983, , , , 
3/31/2004,3691.533, ,3570, , , , , , , ,506.717, , ,408.697, , , ,2016.997, , , , 
4/30/2004,3501.297, ,2961.458, , , , , , , ,507.562, , ,408.35, , , ,1965.952, , , , 
5/31/2004,3462.948, ,2926.042, , , , , , , ,508.984, , ,407.956, , , ,1960.355, , , , 
6/30/2004,3469.435, ,2903.125, , , , , , , ,511.18, , ,410.802, , , ,1965.818, , , , 
7/31/2004,4184.024, ,3139.583, , , , , , , ,467.9, , ,414.619, , , ,1979.768, , , , 
8/31/2004,4326.163, ,3225.208, , , , , , , ,469.064, , ,414.318, , , ,2008.874, , , , 
9/30/2004,4351.071, ,3352.5, , , , , , , ,470.155, , ,376.663, , , ,1964.479, , , , 
10/31/2004,4360.041, ,3477.292, , , , , , , ,471.21, , ,377.531, , , ,1975.017, , , , 
11/30/2004,4296.59, ,3471.458, , , , , , , ,472.386, , ,378.488, , , ,1953.512, , , , 
12/31/2004,4349.16, ,3525, , , , ,330.98, , ,473.519, , ,379.404, , , ,1961.478, , , , 
1/31/2005,4349.237, ,3741.667, , , , ,349.089, , ,428.9, , ,382.237, , , ,1958.401, , , , 
2/28/2005,4327.844, ,3823.994, , , , ,350.734, , ,430.172, , ,383.072, , , ,1947.368, , , , 
3/31/2005,4269.372, ,3754.727, , , , ,343.594, , ,431.58, , ,344.574, , , ,1884.382, , , , 
4/30/2005,4336.932, ,3471.419, , , , ,345.557, , ,432.897, , ,345.69, , , ,1901.884, , , , 
5/31/2005,4388.599, ,3336.903, , , , ,357.656, , ,434.35, , ,346.925, , , ,1911.355, , , , 
6/30/2005,4423.337, ,3544.114, , , , ,364.62, , ,435.986, , ,348.661, , , ,1916.415, , , , 
7/31/2005,4288.817, ,3662.18, , , , ,354.531, , ,390.157, , ,349.741, , , ,1905.918, , , , 
8/31/2005,4361.107, ,3671.688, , , , ,354.063, , ,391.906, , ,344.816, , , ,1922.126, , , , 
9/30/2005,4329.581, ,3879.949, , , , ,360.401, , ,394.116, , ,310.959, , , ,1853.722, , , , 
10/31/2005,5255.353, ,3776.398, , , , ,353.75, , ,394.736, , ,313.033, , , ,1851.799, , , , 
11/30/2005,5251.697, ,3798.545, , , , ,360.714, , ,396.279, , ,314.287, , , ,1858.837, , , , 
12/31/2005,5297.751, ,4426.467, , , , ,368.188, , ,397.822, , ,315.539, , , ,1867.8, , , , 
1/31/2006,5219.787, ,4689.213, , , , ,357.031, , ,350.461,1959.314, ,317.656, , , ,1871.058, , , , 
2/28/2006,5219.701, ,4674.905, , , , ,353.547, , ,351.558,1951.919, ,318.825, , , ,1871.96, , , , 
3/31/2006,5141.445, ,4766.491, , , , ,344.844, , ,353.433,1863.375, ,278.026, , , ,1813.944, , , , 
4/30/2006,5043.962, ,4889.716, , , , ,342.057, , ,354.968,1897.155, ,279.281, , , ,1820.194, , , , 
5/31/2006,5038.675, ,3910.065, , , , ,338.406, , ,356.778,1897.441, ,280.76, , , ,1823.505, , , , 
6/30/2006,5015.909, ,3866.233, , , , ,337.41, , ,358.423,1886.865, ,282.105, , , ,1828.74, , , , 
7/31/2006,5009.979, ,4054.004, , , , ,332.001, , ,311.276,1812.151, ,283.495, , , ,1842.743, , , , 
8/31/2006,5089.132, ,3895.238, , , , ,337.938, , ,313.607,1754.325, ,284.884, , , ,1856.029, , , , 
9/30/2006,5178.338, ,3672.071, , , , ,341.651, , ,316.462,1800.689, ,278.059, , , ,1805.107, , , , 
10/31/2006,5170.939, ,4017.572, , , , ,341.875, , ,318.229,1854.676, , , , , ,1812.512, , , , 
11/30/2006,5211.949, ,3769.57, , , , ,350.714, , ,319.886,1813.725, , , , , ,1822.245, , , , 
12/31/2006,5186.255, ,3010.787, , , , ,351.875, , ,321.488,1819.589, , , , , ,1824.943, , , , 
1/31/2007,5113.751, ,3205.171, , , , ,334.531, , ,313.148,1761.526, , , ,258.934, ,1830.371, , , , 
2/28/2007,5173.722, ,3400.159, , , , ,338.234, , ,274.219,1773.706, , , ,269.136, ,1842.928, , , , 
3/31/2007,5203.335, ,3577.941, , , , ,344.219, , ,276.723,1787.624, , , ,266.214, ,1790.389, , , , 
4/30/2007,5195.561, ,3736.063, , , , ,342.745, , ,278.183,1776.916, , , ,268.825, , , , , , 
5/31/2007,5137.238, ,3611.964, , , , ,345.656, , ,276.846,1773.225, , , ,267.882, , , , , , 
6/30/2007,5104.856, ,3370.738, , , , ,344.62, , ,281.009,1718.339, , , ,259.185, , , , , , 
7/31/2007,5109.417, ,3467.247, , , , ,341.031, , ,273.391,1538.776, , , ,264.898, , , , , , 
8/31/2007,5178.396, ,3506.703, , , , ,329.063, , , ,1558.575, , , ,257.289, , , , , , 
9/30/2007,5190.108, ,3636.543, , , , ,341.026, , , ,1645.005, , , ,261.266, , , , , , 
10/31/2007,5229.791, ,3838.261, , , , ,340.625, , , ,1679.176, , , ,261.744, , , , , , 
11/30/2007,5321.473, ,3870.354, , , , ,345.764, , , ,1773.225, , , ,267.042, , , , , , 
12/31/2007,5350.735, ,3882.425,1039.328, , , ,335, , , ,1840.274, , , ,258.263, , , , , , 
1/31/2008,5390.904, ,3915.582,1054.911, , , ,341.656, , , ,1815.526, , , ,251.686, , , , , , 
2/29/2008,5429.933, ,3859.927,1063.789, , , ,338.813, , , ,1976.64, , , ,248.54, , , , , , 
3/31/2008,5478.246, ,3849.955,1073.578, , , ,344.819, , , ,1936.124, , , ,249.588, , , , , , 
4/30/2008,5361.992, ,4023.742,1078.933, , , ,345.625, , , ,1888.048, , , ,247.791, , , , , , 
5/31/2008,4646.421, ,4047.553,1093.494, , , ,347.656, , , ,2056.725, , , ,245.84, , , , , , 
6/30/2008,4639.438, ,3920.679,1044.1, , , ,325, , , ,2015.774, , , ,238.37, , , , , , 
7/31/2008,4580.214, ,3771.23,1028.661, , , ,321.081, , , ,2011.276, , , ,234.071, , , , , , 
8/31/2008,4627.061, ,3569.114,1037.994, , , ,332.938, , , ,2000.13, , , ,249.598, , , , , , 
9/30/2008,4589.2, ,3028.619,984.828, , , ,333.594, , , ,1760.624, , , ,232.536, , , , , , 
10/31/2008,4148.195, ,1276.559,681.661, , , ,277.275, , , ,1395.676, , , ,197.002, , , , , , 
11/30/2008,4413.361, ,1221.074,565.936, , , ,293.506, , , ,1137.856, , , ,222.791, , , , , , 
12/31/2008,4522.872, ,1006.772,632.649, , , ,291.25, , , ,1205.774, , , ,244.75, , , , , , 
1/31/2009,4466.592, ,0,662.737, , , ,294.081, , , ,1194.526, , , ,215.425, , , , , , 
2/28/2009,4480.973, , ,631.388, , , ,281.087, , , ,1192.771, , , ,204.624, , , , , , 
3/31/2009,4526, , ,718.189, , , ,286.544, , , ,1382.624, , , ,195.342, , , , , , 
4/30/2009,4291.075, , ,786.086, , , ,294.5, , , ,1503.676, , , ,193.055, , , , , , 
5/31/2009,4439.698, , ,872.887, , , ,302.656, , , ,1752.54, , , ,205.629, , , , , , 
6/30/2009,4391.622, , ,831.445, , , ,316.95, , , ,1779.524, , , ,208.535, ,1512.016, , , , 
7/31/2009,7257.886, ,514.786,910.735, , , ,320.781, , , ,1795.851, , , ,216.461, ,1532.288, , , , 
8/31/2009,7366.308, ,540.99,936.043, , , ,324.063, , , ,1869.075, , , ,218.236, ,1562.114, , , , 
9/30/2009,7680.264, ,583.443,996.866, , , ,333.594, , , ,2058.06, , , ,224.198, ,1573.445, , , , 
10/31/2009,7587.859, ,624.271,957.789, , , ,340.625, , , ,2118.36, , , ,228.987, ,1584.326,1513.47, , , 
11/30/2009,7690.293, ,642.349,951.557, , , ,338.906, , ,1625.213,2057.16, , , ,222.459, ,1616.672,1519.463, , , 
12/31/2009,7621.254, ,613.708,947.802, , , ,328.75, , ,1631.355,2137.71, , , ,216.629, ,1542.414,1548.54, , , 
1/31/2010,7459.6, ,628.536,985.498, , , ,330.781, , ,1613.093,2072.46, , , ,223.04, ,1509.17,1569.045, , , 
2/28/2010,7437.249, ,622.24,979.265, , , ,331.563, , ,1587.045,2115.21, , , ,228.479, ,1521.533,3687.172, , , 
3/31/2010,7590.312, ,624.068,1005.698, , , ,338.594, , ,1691.708,2206.56, , , ,228.472, ,1499.43,3868.331, , , 
4/30/2010,7628.96, ,629.146,1029.877, ,1453.57, ,341.875, , ,1668.255,2307.36, , , ,238.233, ,1293.431,3860.17, , , 
5/31/2010,7607.579, ,643.974,968.325, ,1324.225, ,335.781, , ,1571.618,2259.66, , , ,243.41, ,1332.709,3688.339, , , 
6/30/2010,7688.026, ,597.458,935.118, ,1271.265, ,332.5, , ,1586.01,2245.71, , , ,234.137, ,1201.755,3794.574, , , 
7/31/2010,9201.254, ,592.786,965.284, ,1287.786, ,340.156, , ,2985.78,2254.71, , , ,239.778, ,1242.744,3894.893, , , 
8/31/2010,9418.638, ,597.865,1020.928, ,1280.983, ,341.563, , ,3102.469,2328.51, , , ,246.153, ,1303.193,3901.347, , , 
9/30/2010,9499.434, ,609.443,1043.186, ,1367.473, ,349.219, , ,3049.088,2355.06, , , ,253.334, ,1326.959,4644.571, , , 
10/31/2010,9675.227, ,614.521,1083.236, ,1448.132, ,355.625, , ,3204.221,2557.11, , , ,251.848, ,1343.452,4849.963, , , 
11/30/2010,9168.828, ,622.849,1066.176, ,1353.868, ,352.656, , ,2963.29,2435.16, , , ,246.812, ,1283.882,4685.998, , , 
12/31/2010,9267.216, ,607.208,1031.764, ,956.405, ,343.438, , ,2914.466,2529.21, , , ,239.023, ,1291.78,4683.746, , , 
1/31/2011,9060.617, ,630.161,985.052, ,839.628, ,347.031, , ,2886.098,2450.46, , , ,232.225, ,1324.946,4629.598, , , 
2/28/2011,9108.85, ,653.115,977.877, ,839.628, ,346.563, , ,2888.462,2389.26, , , ,235.907, ,1332.203,4578.148, , , 
3/31/2011,9139.213, ,654.943,1049.776, , , ,347.344, , ,4423.76,2510.31, , , ,239.279, ,1342.518,5424.064, , , 
4/30/2011,10195.585, ,663.271,1040.404, , , ,351.25, , ,4516.132,2503.11, , , ,244.241, ,1179.62,5549.621, , , 
5/31/2011,10390.757, ,671.599,1061.783, , ,526.563,359.531, , ,4534.329,2529.66, , , ,245.409, ,1197.09,5698.439, , , 
6/30/2011,11480.919, ,651.083,1033.961, , ,520.183,350.625, , ,4583.369,2508.96, , , ,238.37, ,1115.044,5672.39, , , 
7/31/2011,9854.761, ,667.536,1041.063, , ,533.229,352.656, , ,4464.97,2460.585, , , ,239.778, ,1164.249,5663.15, , , 
8/31/2011,9918.032, ,651.49,1045.09, , ,539.375,354.063, , ,4335.765,2409.51, , , ,241.186, ,1137.54,5608.723, , , 
9/30/2011,9611.102, ,654.943,979.488, , ,505.521,348.594, , ,4085.51,2193.06, , , ,234.944, ,723.203,5220.859, , , 
10/31/2011,9734.823, ,663.271,1038.207, , ,535.417,354.375, , ,4296.834,2334.36, , , ,240.176, ,680.561,5458.094, , , 
11/30/2011,11448.422, ,674.849,1040.916, , ,502.188,357.656, , ,3830.999,2252.91, , , ,236.484, ,544.027,5963.718,504.639, , 
12/31/2011,11739.276, ,654.333,886.74, , ,500.833,347.5, , ,4039.306,2286.21, , , ,230.72, ,510.358,6095.306,514.431, , 
1/31/2012,11761.63, ,669.161,897.846, , ,505.729,352.031, , ,4051.832,2099.46, , , ,228.303, ,494.329,6080.02,519.222, , 
2/29/2012,13294.398, ,675.865,930.263, , ,514.375,357.813, , ,4196.322,2112.51, , , ,233.536, ,562.055,7886.99,525.264, , 
3/31/2012,13226.446, ,677.693,961.711, , ,559.271,359.844, , ,4243.76,2307.81, , , ,233.669, ,461.332,8072.103,535.056, , 
4/30/2012,13328.582, ,686.833,948.602, , ,560.117,365, , ,5833.448,2290.485, , , ,237.626, ,472.238,8167.088,534.847, , 
5/31/2012,13116.893, ,655.349,932.588, , ,545.337,365.781, , ,5508.658,2178.66, , , ,235.209, ,412.642,8002.718,514.639, , 
6/30/2012,13567.458, ,657.583,902.238, , ,555.833,358.125, , ,5808.618,2272.71, , , ,230.083, ,382.716,8323.733,524.431, , 
7/31/2012,13882.094, ,659.411,915.282, , ,566.379,360.781, , ,6031.387,2362.71, , , ,232.128, , ,8514.22,534.222, , 
8/31/2012,14009.54, ,677.49,943.824, ,1912.486,587.5,361.563, , ,6226.697,2463.51, , , ,233.536, , ,8480.765,559.014, , 
9/30/2012,16002.639, ,690.693,964.617, ,2005.778,621.771,364.219,753.107, ,6480.714,2510.31, , ,255.168,229.844, , ,8740.853,570.056, , 
10/31/2012,16071.85, ,687.646,964.1, ,2087.408,625.417,368.125,758.341, ,6584.451,2557.11, , ,254.625,233.801, , ,8792.123,573.597, , 
11/30/2012,16248.091, ,681.349,966.49, ,2178.785,594.688,372.656,752.326, ,6615.266,2597.16, , ,255.094,236.484, , ,8970.848,557.139, , 
12/31/2012,16285.101, ,652.708,942.923, ,2133.916,598.333,362.5,757.56, ,6595.098,2623.71, , ,258.093,228.808,261.024, ,9049.663,564.431, , 
1/31/2013,14878, ,678.911,948.219, ,2148.391,616.979,360.781,779.669, ,6583.062,2598.96, , ,266.911,244.24,304.528, ,8821.27,564.222, , 
2/28/2013,14887.69, ,689.677,951.577, ,2162.399,600.625,365.938,766.154, ,6423.414,2477.01,2326.719, ,266.622,243.098,354.829, ,8738.94,556.514, , 
3/31/2013,14798.226, ,695.568,956.872, ,2176.406,609.271,366.719,745.607, ,6322.724,2503.56,2207.656, ,262.408,245.781,361.496, ,8650.978,563.806, , 
4/30/2013,14983.636, ,705.521,966.041, ,2190.414,624.167,370.625,738.654, ,8169.291,2509.86,2229.219, ,263.762,247.189,372.642, ,8921.058,572.347, , 
5/31/2013,14615.003, ,704.099,938.403,497.917,2204.422,587.188,367.656,712.951, ,7921.061,2421.66,5666.283, ,258.665,244.134,354.978, ,8625.905,539.639,377.135, 
6/30/2013,14148.154, ,677.083,875.119,441.042,2134.383,525.833,354.375,678.81, ,7640.306,2313.21,5394.792, ,241.298,230.72,312.142, ,8356.538,509.431,352.343, 
7/31/2013,14102.289, ,683.786,888.164,419.167,2148.391,531.979,357.031,676.544, ,7763.399,2274.96,5535.895, ,246.068,221.928,324.949, ,8425.32,521.722,363.551, 
8/31/2013,13896.54, ,683.99,883.927,418.542,2162.399,528.775,354.063,649.904, ,7559.456,2166.51,5493.333, ,241.351,215.686,313.467, ,8228.39,514.014,348.76, 
9/30/2013,14100.836, ,693.943,891.005,422.917,2176.406,543.021,357.344,657.482, ,7627.281,2321.31,5559.167, ,240.903,214.544,320.974, ,8379.403,516.306,359.968, 
10/31/2013,14239.556, ,715.271,925.359,449.792,2190.414,569.167,361.875,681.466, ,7757.176,2395.11,5670.313, ,239.348,210.851,331.131, ,8453.598,539.847,380.176, 
11/30/2013,14140.327, ,718.724,1052.63,469.167,2204.422,558.438,363.906,664.201, ,9323.786,2320.41,5771.771, ,241.588,207.159,335.989, ,8442.008,515.889,378.135, 
12/31/2013,14151.248, ,688.458,1508.797,974.115,2134.41,563.333,918.078,660.06, ,9452.431,2367.21,5856.667, ,243.195,193.745,342.172, ,8443.975,514.431,382.343, 
1/31/2014,16047.419, ,684.599,1554.266,1008.385,2325.975,549.479,917.659,642.794, ,9321.582,2274.96,5895.9, ,242.905,188.778,354.978, ,6756.908,507.972,389.551, 
2/28/2014,16406.681, ,692.115,1558.484,1046.406,2369.725,565.625,925.945,644.279, ,9772.077,2348.76,9792.539, ,245.778,190.823,371.759, ,6853.127,522.764,398.76, 
