Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2020-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Latin America & the Caribbean (IDA & IBRD countries),TLA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.02286508,23.07129852,19.88073654,31.41263099,37.62116887,41.72205217,50.31937469,67.8889951,30.06871092,62.78886273,61.75068605,43.49562403,48.73418935,41.50476149,35.77761177,29.76829997,37.1744606,42.0785022,39.86136165,46.55860018,
Timor-Leste,TLS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.00413513,34.50904627,22.14030157,24.16132652,27.51837338,21.24735392,18.97088325,42.45544635,23.8746864,21.22423877,21.62044804,24.37423571,25.35522814,,
Tonga,TON,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.54475149,52.18709025,58.72755139,74.3365519,128.6289459,45.73085831,82.73277916,85.50916607,49.62355314,62.4386042,56.18899927,70.06102181,65.30573121,60.7396292,81.49804311,70.76430689,74.34973683,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.7134775,122.1776845,108.0612801,98.4372389,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.92234737,44.06975472,,,,,,,,,,,,,,,,,,,
Tunisia,TUN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.34089939,19.20640223,10.78319259,9.965797829,11.48346448,13.1106284,10.10812905,9.205137398,8.971523607,8.248431869,8.72707632,12.31379416,13.74247064,14.12751286,21.35973693,24.18044342,21.09111081,19.72928185,18.59529204,18.35679825,20.42749352,20.21520409,22.41719895,20.94274008,21.91741237,
Turkey,TUR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.32122083,16.53151084,12.2557186,16.70296584,32.18328703,12.19187148,43.96341795,25.41384177,23.98373639,15.00275762,21.73553731,24.04165948,31.60035332,28.87848372,41.7616295,15.26178885,35.68154307,38.92609367,23.49520961,35.79528636,20.43700652,23.40552878,21.85106654,19.75028983,26.48601125,19.17613548,24.29207587,
Tuvalu,TUV,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.348337046,1.73056526,2.931162036,,,,,,,,,,,,,,,,,,,
Uganda,UGA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.59826297,15.72328489,,,,,,4.633196849,3.373091913,,
Upper middle income,UMC,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.84889298,38.27989458,38.36685003,52.29270513,93.63238824,35.63764723,66.38277537,64.93731736,45.9057463,48.32303118,45.58891713,50.46661373,59.55041163,59.35356466,64.4668961,46.98224453,60.0134108,
Uruguay,URY,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.738847048,1.383341399,,,,,,,,,,,,,,,,,,,,,,,,
United States,USA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,47.59018894,39.3995682,43.5692922,49.78028298,39.68086342,53.02763392,55.41805006,52.14532621,53.08839138,59.95188582,51.87613279,67.54641223,69.71803715,76.56243287,70.50327257,90.99809431,105.0460652,125.5619309,142.5889796,153.4409994,147.3589732,132.1480062,101.0790639,124.5065632,133.6506331,130.4083274,141.6541654,137.852717,78.77659624,104.3487828,115.2840908,100.6313362,115.2579165,143.1937412,150.2273251,137.5470295,146.1515276,164.5582285,147.8915294,,
Uzbekistan,UZB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.98709493,8.435488657,5.535700644,14.26566758,16.98507648,8.299923482,7.607661649,6.91476009,5.057444845,4.284041662,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.47432946,31.4174488,31.79024589,19.15429271,23.55644224,26.35608839,28.15541248,30.39416942,35.67009112,55.99678345,54.09689873,57.19936162,
Vanuatu,VUT,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,30.84662916,28.62704311,32.14233099,38.3151156,35.73857509,48.40913613,55.02071244,57.83961746,62.33317359,71.97310432,53.02960993,59.33489437,52.59483949,63.96867898,62.80598553,66.01615157,74.7918365,83.36968354,97.41912908,116.1629263,102.7626538,89.87708723,73.51754849,85.05002835,89.56784937,92.39800256,105.8798577,113.6635459,55.9057208,84.41731967,88.38369933,68.42233307,77.90605072,89.02683571,91.64173293,94.73437173,97.14479157,111.2260204,91.90325501,,
Samoa,WSM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,63.23239955,53.82187701,59.20133039,66.20704785,77.1338431,67.28084451,87.59787915,99.26672105,94.6695121,69.02704265,93.82947533,152.0281304,156.6925784,132.5842021,146.8613871,118.4473714,149.0241957,121.9267403,161.641495,185.7021454,178.430287,163.6591045,150.7593838,122.32688,190.1009502,149.8231484,121.3611029,157.5984218,148.7805871,193.5866166,213.0987055,261.8304694,276.6006789,168.3231334,269.998391,246.4389298,189.4815959,229.0306084,257.0165135,266.1494793,231.705799,321.0045388,352.156399,234.9589023,300.5823301,
Zambia,ZMB,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.24119923,6.033824508,11.66017026,8.079581926,8.035103771,,7.326935963,,15.41564069,26.52241438,30.20594355,23.14488248,,,,,13.57432139,,,,,,,,,
Zimbabwe,ZWE,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.90647318,24.45478854,29.95385902,42.47629755,22.6173141,14.93431348,35.88050889,,,,,,,,,,,,,,,,,,,,,
