date,AUSTRALIA,AUSTRIA,BELGIUM,BRAZIL,CHILE,CHINA,COLOMBIA,CZECH REPUBLIC,DENMARK,EGYPT,FINLAND,FRANCE,GERMANY,GREECE,HONG KONG,HUNGARY,INDIA,INDONESIA,IRELAND,ITALY,JAPAN,MALAYSIA,MEXICO,NETHERLANDS,NEW ZEALAND,NORWAY,PHILIPPINES,POLAND,PORTUGAL,SINGAPORE,SOUTH AFRICA,SOUTH KOREA,SPAIN,SWEDEN,SWITZERLAND,TAIWAN,THAILAND,TURKEY,UNITED KINGDOM
1986-10-15,-0.006595226,,,,,,,,0.0009964542,,,,,,0.0123433306,,,,,,-0.021628919,,,,,,,,,0.0157013724,,,,-0.009942218000000001,4.1671899999999997e-05,,,,0.010091516600000001
1986-10-16,0.0087708831,,,,,,,,0.0030813219,,,,,,-0.001218081,,,,,,-0.005286144,,,,,,,,,0.0146001066,,,,-0.001495276,0.0037393535999999997,,,,0.0021678558
1986-10-17,0.013501101000000001,,,,,,,,0.0075608304,,,,,,-0.015838109,,,,,,-0.008916847,,,,,,,,,-0.01111112,,,,0.010008829200000001,-0.0012199280000000001,,,,-0.000595568
1986-10-20,-0.00999278,,,,,,,,0.017061216599999998,,,,,,0.0029612775,,,,,,-0.007470163,,,,,,,,,-0.007958192,,,,-0.001620779,-0.001104428,,,,-0.011868084
1986-10-21,0.004156565300000001,,,,,,,,-0.002981578,,,,,,0.0031320025,,,,,,-0.014053626000000001,,,,,,,,,-0.007700581999999999,,,,-0.001842227,-0.0008587139999999999,,,,-5.5355e-05
1986-10-22,-0.001548782,,,,,,,,0.0004042494,,,,,,0.0005213023000000001,,,,,,-0.02653982,,,,,,,,,0.0089063494,,,,-0.004914368,-0.006253091999999999,,,,-0.00040705
1986-10-23,-0.005149695,,,,,,,,0.0021496284,,,,,,0.007556876800000001,,,,,,0.0180075197,,,,,,,,,0.0006853444,,,,0.0115232619,-0.001648212,,,,-0.01037686
1986-10-24,-0.0027194000000000003,,,,,,,,0.000132583,,,,,,0.013205152900000001,,,,,,-0.00880015,,,,,,,,,0.0089373769,,,,0.0088011766,0.0080730547,,,,0.0030887638
1986-10-27,-0.014249268,,,,,,,,-0.003741071,,,,,,0.020193296399999998,,,,,,-0.0032267529999999997,,,,,,,,,0.0319720121,,,,-0.0027442720000000003,-0.001588381,,,,0.0045101446
1986-10-28,0.009736647900000001,,,,,,,,-0.009559876,,,,,,0.0078498664,,,,,,0.0150033327,,,,,,,,,-0.00212438,,,,0.0110221301,-0.001966524,,,,-0.002322092
1986-10-29,0.013296161599999998,,,,,,,,-0.004668358,,,,,,0.0027696089,,,,,,0.0061079424,,,,,,,,,-0.001595772,,,,-0.00315188,0.0018613744,,,,0.0099111654
1986-10-30,-0.009229035,,,,,,,,0.0061474216,,,,,,-0.008694573,,,,,,0.0343099915,,,,,,,,,-0.007678766,,,,0.012626041000000001,0.0105661377,,,,0.012615698
1986-10-31,0.011617801499999999,,,,,,,,-0.0018460629999999998,,,,,,-0.000527507,,,,,,-0.010507368999999999,,,,,,,,,0.0152546985,,,,0.0106936417,0.0078412048,,,,0.0062768164
1986-11-03,-0.004676213,,,,,,,,-0.00791025,,,,,,-0.023266255,,,,,,-0.004505405,,,,,,,,,0.0100020438,,,,0.0082603988,0.00036669970000000003,,,,0.0080547669
1986-11-04,0.0016509485000000001,,,,,,,,0.0031201242,,,,,,0.0038839297999999998,,,,,,-0.003359146,,,,,,,,,-0.003385344,,,,0.0072623764,0.0029452145,,,,-0.0031911129999999998
1986-11-05,0.0092002488,,,,,,,,-0.008376053,,,,,,-0.031283531,,,,,,-0.0036521609999999997,,,,,,,,,-0.018914338,,,,0.0008980758,-0.004937563,,,,0.0019191304000000001
1986-11-06,0.0043580012,,,,,,,,0.005398519300000001,,,,,,0.0080021713,,,,,,0.0031535918,,,,,,,,,-0.014370763,,,,0.0005347061,0.003553648,,,,0.0063911537
1986-11-07,0.0065742169,,,,,,,,-0.004336195,,,,,,-0.00735935,,,,,,0.009116301,,,,,,,,,-0.008850963,,,,0.0108422802,-0.0011506910000000001,,,,0.0024014994000000002
1986-11-10,-0.002956542,,,,,,,,-0.020875238,,,,,,-0.00574629,,,,,,0.0027893723999999997,,,,,,,,,-0.019999786000000002,,,,-0.002962911,-0.011029638999999999,,,,0.0015236638
1986-11-11,-0.01314336,,,,,,,,-0.001255293,,,,,,-0.000707847,,,,,,0.011943033300000001,,,,,,,,,-0.0030027359999999998,,,,-0.008640112,-0.0014484839999999999,,,,-0.001754935
1986-11-12,-0.003845812,,,,,,,,-0.000801341,,,,,,0.018574681399999998,,,,,,0.0059271776,,,,,,,,,0.0227262691,,,,0.0030703921000000004,-0.004759314000000001,,,,0.0028460021000000003
1986-11-13,-0.003044565,,,,,,,,0.0180304373,,,,,,0.008276929300000001,,,,,,-0.00270252,,,,,,,,,-0.000240581,,,,-0.0034131820000000003,0.0093890325,,,,-0.011140703
1986-11-14,-0.011105463000000001,,,,,,,,-0.0023526479999999997,,,,,,-0.012377194,,,,,,-0.003225929,,,,,,,,,-0.008319911,,,,-0.005437435,0.00018281900000000003,,,,0.00043153699999999996
1986-11-17,-0.025418355,,,,,,,,0.0001364024,,,,,,-0.0007101480000000001,,,,,,-0.008689914,,,,,,,,,-0.001660467,,,,-0.028834357,0.0009789567,,,,-0.0099008
1986-11-18,-0.009130567,,,,,,,,-0.01129279,,,,,,0.0033722059000000004,,,,,,0.0026821751000000002,,,,,,,,,0.0159577745,,,,-0.0011236430000000001,0.0024232697,,,,-0.0017493510000000001
1986-11-19,0.0126959654,,,,,,,,0.0022556186,,,,,,-0.0034191720000000003,,,,,,-0.000847658,,,,,,,,,-0.006325452,,,,0.004454289,-0.002242368,,,,-0.012787955
1986-11-20,-0.002311881,,,,,,,,0.0023892073,,,,,,0.00016649959999999998,,,,,,-0.001112036,,,,,,,,,-0.0015733470000000001,,,,0.0026724940999999997,0.006449260300000001,,,,0.0056107777
1986-11-21,0.013020113500000001,,,,,,,,0.0006660126,,,,,,0.0121865816,,,,,,0.0086638212,,,,,,,,,-0.035497223,,,,-0.017335039,0.0151978169,,,,0.0062755116
1986-11-24,-0.005243551,,,,,,,,0.0013954584,,,,,,0.024285425099999997,,,,,,0.012790253400000002,,,,,,,,,-0.007701387,,,,-0.008883142,0.0158931321,,,,0.0078723717
1986-11-25,0.012398115,,,,,,,,-0.001803994,,,,,,0.0062919568999999995,,,,,,0.0064372095999999995,,,,,,,,,0.027650319700000002,,,,-0.002277319,-0.005438162,,,,-0.006859545
1986-11-26,0.0109742239,,,,,,,,-0.009951968,,,,,,0.0056478273999999995,,,,,,-1.1247000000000001e-05,,,,,,,,,-0.01140642,,,,0.0047172427,-0.003645872,,,,0.0065643291
1986-11-27,0.00645793,,,,,,,,0.0226773023,,,,,,-0.010121472,,,,,,0.0106406034,,,,,,,,,-0.0024648779999999998,,,,0.0024674612,0.0025503833,,,,0.0022316589
1986-11-28,0.007303639000000001,,,,,,,,-0.0017485439999999999,,,,,,0.024200179900000004,,,,,,0.011955013300000001,,,,,,,,,-0.013156898,,,,-0.013627561000000002,0.002263611,,,,0.0007019074
1986-12-01,0.0037231077,,,,,,,,-0.0022269570000000003,,,,,,0.0151778492,,,,,,0.0162522948,,,,,,,,,0.0135057847,,,,-0.017587638,-0.006780121,,,,-0.012240366
1986-12-02,-0.007024895,,,,,,,,0.0071077436,,,,,,0.0035169525,,,,,,-0.005562985,,,,,,,,,0.016886955800000002,,,,-0.006790900999999999,0.0023360249,,,,0.0096848657
