Start Date,2003-05-01,,
End Date,,,
,,,
,EEM US Equity,MXEF Index,ACWI US Equity
,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST
2010-09-03,42.03,1003.75,41.39
2010-09-06,42.03,1011.73,41.39
2010-09-07,41.42,1006.14,40.86
2010-09-08,41.868,1004.55,41.18
2010-09-09,42.112,1009.09,41.46
2010-09-10,42.26,1012.98,41.55
2010-09-13,43.27,1033.64,42.26
2010-09-14,43.25,1035.51,42.4
2010-09-15,43.31,1038.11,42.49
2010-09-16,43.09,1031.06,42.4
2010-09-17,43.02,1035.94,42.23
2010-09-20,43.7,1044.18,42.97
2010-09-21,43.57,1043.95,42.81
2010-09-22,43.6,1047.95,42.7
2010-09-23,43.32,1047.16,42.33
2010-09-24,44.12,1053.27,43.32
2010-09-27,44.038,1061.57,43.17
2010-09-28,44.36,1061.32,43.26
2010-09-29,44.51,1070.38,43.3
2010-09-30,44.77,1075.53,43.21
2010-10-01,45.43,1086.09,43.6
2010-10-04,45.29,1090.76,43.16
2010-10-05,46.11,1096.86,44.19
2010-10-06,46.09,1106.75,44.39
2010-10-07,45.68,1102.82,44.17
2010-10-08,46.23,1101.27,44.53
2010-10-11,46.2,1107.67,44.56
2010-10-12,46.01,1098.95,44.51
2010-10-13,46.855,1117.69,45.06
2010-10-14,46.775,1127.19,45.13
2010-10-15,46.72,1121.43,45
2010-10-18,46.74,1112.42,45.12
2010-10-19,45.26,1097.66,44.2
2010-10-20,45.98,1101.28,44.84
2010-10-21,45.98,1106.23,44.8
2010-10-22,46.03,1105.19,44.91
2010-10-25,46.53,1115.3,45.06
2010-10-26,46.49,1116.61,44.9
2010-10-27,45.7,1098.93,44.6
2010-10-28,45.99,1102.82,44.83
2010-10-29,46.12,1105.75,44.83
2010-11-01,46.63,1120.85,44.89
2010-11-02,47.205,1124.19,45.32
2010-11-03,47.5,1132.44,45.57
2010-11-04,48.58,1151.08,46.6
2010-11-05,48.49,1155.94,46.51
2010-11-08,48.295,1154.18,46.33
2010-11-09,47.68,1154.62,45.95
2010-11-10,48.03,1147.95,46.07
2010-11-11,47.56,1138.84,45.85
2010-11-12,46.41,1121.17,45.38
2010-11-15,46.39,1115.05,45.34
2010-11-16,45.168,1100.57,44.38
2010-11-17,45.4,1093.82,44.48
2010-11-18,46.48,1110.98,45.46
2010-11-19,46.51,1112.02,45.54
2010-11-22,46.37,1113.65,45.33
2010-11-23,44.9,1090.01,44.26
2010-11-24,45.935,1096.72,44.86
2010-11-25,45.935,1099.06,44.86
2010-11-26,44.8,1081.06,44.48
2010-11-29,45.15,1080.69,44.2
2010-11-30,44.78,1075.85,43.85
2010-12-01,46.065,1097.5,44.98
2010-12-02,46.97,1114.03,45.75
2010-12-03,47.14,1121.78,45.99
2010-12-06,47.06,1126.43,45.92
2010-12-07,46.84,1130.48,45.8
2010-12-08,46.54,1115.25,45.89
2010-12-09,46.385,1116.56,46.08
2010-12-10,46.59,1114.79,46.14
2010-12-13,46.89,1122.85,46.47
2010-12-14,46.96,1128.89,46.54
2010-12-15,46.2,1120.29,46.1
2010-12-16,46.33,1111.85,46.32
2010-12-17,46.405,1115.42,46.42
2010-12-20,46.185,1111.01,46.35
2010-12-21,46.5,1124.34,46.3
2010-12-22,46.663,1126.49,46.39
2010-12-23,46.61,1127.78,46.37
2010-12-24,46.61,1126.83,46.37
2010-12-27,46.46,1124.96,46.36
2010-12-28,46.5,1125.9,46.44
2010-12-29,47.07,1136.89,46.61
2010-12-30,47.31,1145.79,46.66
2010-12-31,47.642,1151.38,46.81
2011-01-03,48.1,1163.5,47.16
2011-01-04,48.32,1165.05,47.11
2011-01-05,48.2,1160.98,47.11
2011-01-06,47.685,1154.99,46.81
2011-01-07,47.25,1147.14,46.64
2011-01-10,46.76,1136.2,46.53
2011-01-11,47.255,1143.14,46.68
2011-01-12,48.21,1163.07,47.44
2011-01-13,47.79,1163.03,47.41
2011-01-14,47.93,1160.03,47.77
2011-01-17,47.93,1154.55,47.77
2011-01-18,47.86,1159,47.92
2011-01-19,47.49,1161.19,47.55
2011-01-20,46.97,1143.16,47.24
2011-01-21,46.48,1136.65,47.34
2011-01-24,46.843,1136.69,47.64
2011-01-25,46.555,1135.92,47.62
2011-01-26,46.97,1142.49,47.83
2011-01-27,46.81,1141.82,47.95
2011-01-28,45.33,1126.29,46.83
2011-01-31,45.81,1119.08,47.31
2011-02-01,46.92,1130.74,48.27
2011-02-02,46.57,1135.32,48.17
2011-02-03,46.51,1133.12,48.26
2011-02-04,46.498,1129.69,48.21
2011-02-07,46.56,1128.27,48.43
2011-02-08,46.58,1126.94,48.69
2011-02-09,45.51,1110.32,48.46
2011-02-10,45.08,1089.28,48.23
2011-02-11,45.625,1091.16,48.44
2011-02-14,45.4,1105.58,48.48
2011-02-15,45.49,1104.1,48.47
2011-02-16,45.87,1108.58,48.86
2011-02-17,46.03,1111.92,49.01
2011-02-18,46.31,1122.01,49.24
2011-02-21,46.31,1120.48,49.24
2011-02-22,44.83,1101.66,47.92
2011-02-23,44.871,1096,47.76
2011-02-24,44.98,1087.1,47.81
2011-02-25,45.52,1099.46,48.4
2011-02-28,45.79,1107.77,48.78
2011-03-01,45.32,1112.15,48.11
2011-03-02,45.94,1113.31,48.33
2011-03-03,46.853,1127.45,49.12
2011-03-04,46.895,1138.47,48.71
2011-03-07,46.24,1132.02,48.2
2011-03-08,46.86,1135.77,48.6
2011-03-09,46.95,1135.67,48.58
2011-03-10,45.56,1115.69,47.52
2011-03-11,46.03,1108.52,47.65
2011-03-14,46.3,1116.91,47.23
2011-03-15,45.53,1092.65,46.48
2011-03-16,44.6,1096.33,45.34
2011-03-17,45.15,1091.45,46.05
2011-03-18,45.23,1098.6,46.59
2011-03-21,46.098,1110.15,47.4
2011-03-22,46.24,1120.09,47.46
2011-03-23,46.85,1123.62,47.5
2011-03-24,47.39,1134.71,48.02
2011-03-25,47.34,1143.94,47.77
2011-03-28,47.095,1138.36,47.63
2011-03-29,47.64,1142.56,48.02
2011-03-30,48.25,1159.52,48.42
2011-03-31,48.67,1170.87,48.36
2011-04-01,49.45,1185.12,48.73
2011-04-04,49.87,1193.13,48.87
2011-04-05,49.77,1194.83,48.91
2011-04-06,50.04,1203.47,49.16
2011-04-07,49.99,1202.24,48.97
2011-04-08,50.04,1206.03,49.05
2011-04-11,49.45,1200.24,48.83
2011-04-12,48.52,1177.31,48.4
2011-04-13,48.92,1185.32,48.56
2011-04-14,49.07,1182.21,48.62
2011-04-15,49.135,1181.57,48.57
2011-04-18,47.9,1162.08,47.88
2011-04-19,48.59,1166.41,48.28
2011-04-20,49.74,1194.99,49.13
2011-04-21,50.175,1205.9,49.47
2011-04-22,50.175,1205.96,49.47
2011-04-25,49.77,1203.75,49.37
2011-04-26,50.2,1203.33,49.86
2011-04-27,50.11,1202.43,50.37
2011-04-28,49.7,1200.71,50.54
2011-04-29,50,1204.03,50.69
2011-05-02,50.01,1206.49,50.62
2011-05-03,48.895,1185.76,50.21
2011-05-04,48.09,1170.93,49.78
2011-05-05,47.63,1161.68,49.08
2011-05-06,48.25,1163.34,49.25
2011-05-09,48.34,1161.94,49.58
2011-05-10,48.91,1166.64,49.96
2011-05-11,47.83,1165.91,49.24
2011-05-12,47.97,1147.58,49.42
2011-05-13,46.92,1144.69,48.64
2011-05-16,46.85,1136.66,48.46
2011-05-17,47,1133.39,48.58
2011-05-18,47.76,1142.47,48.98
2011-05-19,47.45,1140.42,49.19
2011-05-20,47.07,1140.55,48.66
2011-05-23,46.09,1113.8,47.76
2011-05-24,46.55,1124.62,47.9
2011-05-25,46.65,1118.02,48.09
2011-05-26,47.25,1133.37,48.58
2011-05-27,47.75,1147.82,48.83
2011-05-30,47.75,1148.15,48.83
2011-05-31,48.53,1167.97,49.7
2011-06-01,47.66,1166.72,48.56
2011-06-02,48.11,1158.96,48.73
2011-06-03,47.87,1155.51,48.46
2011-06-06,47.1,1149,47.83
2011-06-07,47.47,1152.56,48.07
2011-06-08,47.13,1145.47,47.61
2011-06-09,47.5,1142.24,48.12
2011-06-10,46.47,1128.85,47.21
2011-06-13,46.39,1124.67,47.25
2011-06-14,47.09,1134.4,47.82
2011-06-15,46.08,1127.8,46.76
2011-06-16,45.73,1107.43,46.65
2011-06-17,45.79,1103.74,46.76
2011-06-20,45.72,1098.33,46.94
2011-06-21,46.56,1113.03,47.74
2011-06-22,45.64,1116.25,46.82
2011-06-23,45.58,1105.31,46.5
2011-06-24,45.5,1115.67,46.12
2011-06-27,46.03,1112.54,46.49
2011-06-28,46.66,1121.14,47.07
2011-06-29,47.09,1132.79,47.69
2011-06-30,47.6,1146.22,48.25
2011-07-01,48.16,1156.74,48.9
2011-07-04,48.16,1169.49,48.9
2011-07-05,48.14,1166.2,48.75
2011-07-06,47.82,1161.17,48.61
2011-07-07,48.48,1167.61,49.05
2011-07-08,47.93,1163.93,48.62
2011-07-11,46.59,1142.82,47.4
2011-07-12,46.12,1121.27,47.11
2011-07-13,46.87,1137.88,47.68
2011-07-14,46.368,1135.42,47.28
2011-07-15,46.66,1135.6,47.58
2011-07-18,46.12,1122.39,46.95
2011-07-19,46.79,1129,47.69
2011-07-20,46.93,1136.79,47.84
2011-07-21,47.68,1143.29,48.67
2011-07-22,47.65,1153.18,48.76
2011-07-25,47.55,1148.18,48.47
2011-07-26,47.71,1156.56,48.54
2011-07-27,46.87,1148.99,47.49
2011-07-28,46.91,1145.4,47.28
2011-07-29,47.11,1137.73,47.15
2011-08-01,47.07,1147.6,46.73
2011-08-02,45.62,1126.97,45.65
2011-08-03,45.461,1102.59,45.78
2011-08-04,42.86,1073.02,43.23
2011-08-05,42.58,1041.07,43.38
2011-08-08,39.03,990.18,40.38
2011-08-09,41.32,968.51,42.49
2011-08-10,39.13,980.74,40.51
2011-08-11,41.292,989.95,42.35
2011-08-12,41.27,989.74,42.71
2011-08-15,42.23,1013.41,43.72
2011-08-16,41.87,1018.64,43.04
2011-08-17,42.17,1024.45,43.31
2011-08-18,40.18,995.44,41.35
2011-08-19,39.68,970.16,40.56
2011-08-22,39.64,966.06,40.78
2011-08-23,41.03,985.8,42.15
2011-08-24,40.63,978.21,42.32
2011-08-25,39.84,973.05,41.57
2011-08-26,40.52,975.92,42.07
2011-08-29,41.83,1004.57,43.26
2011-08-30,41.89,1013.68,43.28
2011-08-31,42.75,1033.15,43.68
2011-09-01,42.52,1038,43.38
2011-09-02,41.56,1021.88,42.35
2011-09-05,41.56,989.59,42.35
2011-09-06,41.13,988.05,41.61
2011-09-07,42.35,1009.75,42.79
2011-09-08,41.41,1013.53,42.16
2011-09-09,40.01,992.31,40.9
2011-09-12,39.93,969.97,40.88
2011-09-13,39.99,964.43,41.22
2011-09-14,39.88,952.55,41.71
2011-09-15,40.46,963.72,42.4
2011-09-16,40.53,976.84,42.5
2011-09-19,39.33,949.39,41.8
2011-09-20,39.04,951.15,41.71
2011-09-21,37.59,940.02,40.51
2011-09-22,34.95,880.64,38.84
2011-09-23,35.88,861.53,39.21
2011-09-26,36.42,851.51,40.02
2011-09-27,37.58,893.47,40.78
2011-09-28,36.45,891.05,39.97
2011-09-29,36.95,894.48,40.52
2011-09-30,35.095,880.43,39.12
2011-10-03,34.36,852.24,38
2011-10-04,34.89,831.22,38.73
2011-10-05,35.7,836.54,39.52
2011-10-06,36.88,864.08,40.44
2011-10-07,36.44,883.9,40.07
2011-10-10,38.07,898.27,41.62
2011-10-11,38.09,909.43,41.58
2011-10-12,39.16,923.15,42.23
2011-10-13,38.81,930.47,42.14
2011-10-14,39.59,935.5,42.94
2011-10-17,38.25,941.02,41.96
2011-10-18,39.27,925.13,42.78
2011-10-19,38.52,932.95,42.14
2011-10-20,37.78,907.71,42.07
2011-10-21,38.855,920.07,43.04
2011-10-24,40.38,949.39,43.7
2011-10-25,39.58,955.28,42.92
2011-10-26,40.31,960.38,43.55
2011-10-27,42.76,993.81,45.33
2011-10-28,42.4,1010.12,45.18
2011-10-31,40.815,995,43.55
2011-11-01,39.82,968.69,42.23
2011-11-02,41.04,977.11,42.99
2011-11-03,41.46,973.99,43.89
2011-11-04,41.19,989.63,43.45
2011-11-07,41.54,990.29,43.76
2011-11-08,42.03,990.56,44.23
2011-11-09,39.57,980.01,42.242
2011-11-10,39.83,953.95,42.6
2011-11-11,40.785,971.15,43.58
2011-11-14,40.23,976.86,43.06
2011-11-15,40.48,969.2,43.18
2011-11-16,39.39,960.05,42.45
2011-11-17,38.388,951.97,41.65
2011-11-18,38.54,934.08,41.71
2011-11-21,37.3,909.84,40.67
2011-11-22,37.43,909.34,40.59
2011-11-23,36.22,885.26,39.64
2011-11-24,36.22,888.24,39.64
2011-11-25,36.1,877.4,39.45
2011-11-28,37.83,902.28,40.92
2011-11-29,37.659,909.48,41.08
2011-11-30,40.01,928.32,43.05
2011-12-01,39.888,959.12,42.91
2011-12-02,39.77,960.83,42.89
2011-12-05,40.42,966.19,43.31
2011-12-06,39.87,953.5,43.23
2011-12-07,40.03,959.33,43.47
2011-12-08,38.59,947.59,42.3
2011-12-09,39.37,934.18,43.11
2011-12-12,37.89,924.91,42.15
2011-12-13,37.54,916.86,41.59
2011-12-14,37,903.95,41.14
2011-12-15,37.245,896.68,41.4
2011-12-16,37.52,904.09,41.35
2011-12-19,36.55,888.77,40.84
2011-12-20,37.725,900.79,41.72
2011-12-21,37.84,916.2,41.69
2011-12-22,38.335,919.55,42.07
2011-12-23,38.485,927.7,42.36
2011-12-26,38.485,927.63,42.36
2011-12-27,38.12,924.28,42.29
2011-12-28,37.48,913.11,41.69
2011-12-29,37.91,914.21,42.19
2011-12-30,37.94,916.39,42.17
2012-01-02,37.94,917.08,42.17
2012-01-03,39.1,939.91,42.98
2012-01-04,38.882,937.54,42.97
2012-01-05,38.71,932.44,42.8
2012-01-06,38.225,927.06,42.47
2012-01-09,38.615,930.87,42.62
2012-01-10,39.458,948.82,43
2012-01-11,39.49,948.65,43.15
2012-01-12,39.65,953.48,43.17
2012-01-13,39.29,952.92,42.82
2012-01-16,39.29,951.83,42.82
2012-01-17,40.04,972.35,43.18
2012-01-18,41.05,980.93,43.85
2012-01-19,41.41,991.38,44.22
2012-01-20,41.38,995.08,44.3
2012-01-23,41.78,999.64,44.47
2012-01-24,41.835,997.6,44.34
2012-01-25,42.31,999.6,44.75
2012-01-26,42.14,1014.98,44.7
2012-01-27,42.36,1016.61,44.75
2012-01-30,41.75,1006.17,44.39
2012-01-31,42.11,1019.39,44.48
2012-02-01,43.045,1029.85,45.05
2012-02-02,43.16,1043.96,45.26
2012-02-03,43.88,1048.36,45.9
2012-02-06,43.505,1047.22,45.71
2012-02-07,43.6,1048.56,45.88
2012-02-08,43.91,1060.7,46.01
2012-02-09,43.89,1061.68,46.02
2012-02-10,42.915,1042.15,45.44
2012-02-13,43.615,1053,45.94
2012-02-14,43.26,1046.96,45.72
2012-02-15,43.38,1058.47,45.61
2012-02-16,43.845,1049.24,46.17
2012-02-17,43.93,1062.46,46.3
2012-02-20,43.93,1066.51,46.3
2012-02-21,43.75,1064.41,46.39
2012-02-22,43.825,1064.56,46.29
2012-02-23,43.75,1059.26,46.49
2012-02-24,44.19,1067.56,46.72
2012-02-27,43.75,1056.51,46.52
2012-02-28,44.36,1068.82,46.96
2012-02-29,44.33,1079.44,46.68
2012-03-01,44.75,1076.42,47.03
2012-03-02,44.64,1079.94,46.74
2012-03-05,43.87,1065.3,46.49
2012-03-06,42.405,1041.2,45.27
2012-03-07,42.91,1037.71,45.78
2012-03-08,43.81,1052.69,46.53
2012-03-09,43.79,1060.01,46.6
2012-03-12,43.31,1050.5,46.51
2012-03-13,44.49,1066.54,47.27
2012-03-14,43.79,1066.83,47.07
2012-03-15,44.14,1065.45,47.39
2012-03-16,44.09,1063.34,47.48
2012-03-19,43.92,1061.31,47.68
2012-03-20,43.16,1049.79,47.33
2012-03-21,43.235,1047.62,47.11
2012-03-22,42.58,1040.58,46.7
2012-03-23,42.9,1041.96,46.92
2012-03-26,43.655,1044.31,47.54
2012-03-27,43.42,1055.42,47.39
2012-03-28,42.69,1043.9,47.12
2012-03-29,42.64,1032.6,46.86
2012-03-30,42.945,1041.45,47.2
2012-04-02,43.545,1047.72,47.69
2012-04-03,43.29,1055.63,47.21
2012-04-04,42.51,1037.33,46.41
2012-04-05,42.74,1037.26,46.35
2012-04-06,42.74,1036.71,46.35
2012-04-09,42.11,1026.29,45.98
2012-04-10,41.295,1016.17,45.1
2012-04-11,41.735,1016.21,45.57
2012-04-12,42.81,1024.9,46.38
2012-04-13,42.16,1027.31,45.67
2012-04-16,41.945,1020,45.78
2012-04-17,42.43,1020.08,46.44
2012-04-18,42.23,1023.75,46.29
2012-04-19,42.045,1023.49,46.05
2012-04-20,42.325,1021.51,46.22
2012-04-23,41.52,1007.96,45.67
2012-04-24,41.61,1011.13,45.9
2012-04-25,41.985,1011.54,46.44
2012-04-26,42.25,1015.94,46.66
2012-04-27,42.31,1019.5,46.83
2012-04-30,42.215,1026.02,46.66
2012-05-01,42.5,1025.56,46.89
2012-05-02,42.415,1029.83,46.68
2012-05-03,42.1,1024.27,46.28
2012-05-04,41.36,1012.96,45.5
2012-05-07,41.51,1001.85,45.65
2012-05-08,40.85,992.55,45.14
2012-05-09,40.32,977.9,44.7
2012-05-10,40.49,980.69,44.81
2012-05-11,39.965,971.01,44.64
2012-05-14,39.06,952,43.99
2012-05-15,38.72,946.1,43.52
2012-05-16,38.17,924.26,43.16
2012-05-17,37.65,920.78,42.48
2012-05-18,37.29,906.61,42.2699
2012-05-21,38.18,913.39,43.03
2012-05-22,37.78,919.28,42.93
2012-05-23,37.52,896.96,42.76
2012-05-24,37.33,902.09,42.67
2012-05-25,37.15,902.13,42.49
2012-05-28,37.15,909.42,42.49
2012-05-29,38.2,921.71,43.09
2012-05-30,37.54,907.88,42.28
2012-05-31,37.7,906.3,42.33
2012-06-01,36.69,893.86,41.27
2012-06-04,36.85,882.46,41.39
2012-06-05,36.945,886.41,41.69
2012-06-06,38.025,902.57,42.79
2012-06-07,38.26,913.18,42.87
2012-06-08,37.93,905.17,42.91
2012-06-11,37.385,914.87,42.37
2012-06-12,38.16,913,42.98
2012-06-13,38.02,919.47,42.66
2012-06-14,38.285,913.54,43.06
2012-06-15,38.99,925.22,43.56
2012-06-18,39.07,934.06,43.6
2012-06-19,39.7,943.44,44.2
2012-06-20,39.57,948.27,44.25
2012-06-21,37.67,932.36,42.53
2012-06-22,37.79,917.18,42.82
2012-06-25,37.085,904.15,42.04
2012-06-26,37.41,906.85,42.28
2012-06-27,37.65,913.17,42.66
2012-06-28,37.47,906.71,42.59
2012-06-29,39.135,937.35,43.87
2012-07-02,39.125,941.4,44.13
2012-07-03,39.91,956.77,44.56
2012-07-04,39.91,956.26,44.56
2012-07-05,39.49,955.18,44.16
2012-07-06,38.77,946.01,43.66
2012-07-09,38.63,935.66,43.56
2012-07-10,38.2,934.25,43.27
2012-07-11,38.4,932.38,43.32
2012-07-12,37.76,914.07,42.97
2012-07-13,38.485,926.13,43.6
2012-07-16,38.395,926.73,43.54
2012-07-17,38.91,933.14,43.77
2012-07-18,38.81,930.9,44.09
2012-07-19,39.165,941.13,44.33
2012-07-20,38.585,936.87,43.7
2012-07-23,37.58,912.47,43.01
2012-07-24,37.415,909.43,42.63
2012-07-25,37.6,905.65,42.71
2012-07-26,38.45,916.44,43.66
2012-07-27,39.525,941.76,44.55
2012-07-30,39.3,948.97,44.53
2012-07-31,39.12,952.49,44.23
2012-08-01,39.19,954.22,44.18
2012-08-02,38.73,944.94,43.76
2012-08-03,39.93,952.79,44.82
2012-08-06,40.18,967.44,45.07
2012-08-07,40.29,967.85,45.43
2012-08-08,40.37,970.6,45.43
2012-08-09,40.54,979.28,45.54
2012-08-10,40.73,979.25,45.62
2012-08-13,40.365,972.59,45.52
2012-08-14,40.36,977.25,45.54
2012-08-15,40.3,974.23,45.48
2012-08-16,40.67,975.82,45.98
2012-08-17,40.47,971.05,45.99
2012-08-20,40.45,969.21,45.97
2012-08-21,40.39,975.46,46
2012-08-22,40.41,969.43,45.99
2012-08-23,40.04,974.09,45.63
2012-08-24,40.05,965.47,45.8
2012-08-27,39.64,960.86,45.69
2012-08-28,39.56,956.76,45.69
2012-08-29,39.37,952.91,45.64
2012-08-30,38.91,944.39,45.15
2012-08-31,39.28,947.33,45.46
2012-09-03,39.28,952.83,45.46
2012-09-04,39.065,947.37,45.33
2012-09-05,38.86,939.51,45.25
2012-09-06,39.725,950.45,46.26
2012-09-07,40.64,968.82,46.75
2012-09-10,40.12,969.97,46.4
2012-09-11,40.6,973.09,46.73
2012-09-12,40.78,978.48,46.93
2012-09-13,41.875,982,47.75
2012-09-14,42.37,1014.07,48.08
2012-09-17,41.91,1012.63,47.84
2012-09-18,41.925,1006.84,47.77
2012-09-19,41.93,1009.44,47.8
2012-09-20,41.68,998.27,47.58
2012-09-21,41.775,1006.6,47.55
2012-09-24,41.74,1004.37,47.42
2012-09-25,41.115,1001.85,46.99
2012-09-26,40.925,990.37,46.69
2012-09-27,41.58,998.36,47.2
2012-09-28,41.325,1002.66,46.69
2012-10-01,41.74,1005.08,46.94
2012-10-02,41.8,1006.23,47.06
2012-10-03,41.52,1002.5,47.04
2012-10-04,41.945,1005.52,47.45
2012-10-05,41.95,1009.16,47.51
2012-10-08,41.58,997.93,47.26
2012-10-09,41.27,996.59,46.68
2012-10-10,41.02,992.09,46.53
2012-10-11,41.4,995.95,46.71
2012-10-12,41.27,996.7,46.63
2012-10-15,41.51,995.22,46.94
2012-10-16,41.94,1003.35,47.51
2012-10-17,42.27,1010.85,47.88
2012-10-18,42.155,1013.36,47.75
2012-10-19,41.5,1006.07,47.02
2012-10-22,41.9,1007.31,47.24
2012-10-23,41.04,996.82,46.47
2012-10-24,41.08,994.55,46.45
2012-10-25,41.5,999.12,46.68
2012-10-26,41.21,990.7,46.52
2012-10-29,41.21,990.24,46.52
2012-10-30,41.21,993.15,46.52
2012-10-31,41.15,995.33,46.45
2012-11-01,41.82,999.63,47.07
2012-11-02,41.6,1004.68,46.68
2012-11-05,41.8,1000.8,46.72
2012-11-06,42.13,1006.27,46.87
2012-11-07,41.44,1007.45,46.25
2012-11-08,40.92,995.31,45.77
2012-11-09,41,990.98,45.73
2012-11-12,41.155,989.27,45.78
2012-11-13,40.78,982.17,45.55
2012-11-14,40.155,980.62,44.97
2012-11-15,40.29,974.33,45.02
2012-11-16,40.41,969.82,45.18
2012-11-19,41.115,977.98,46.06
2012-11-20,41.035,979.49,46.07
2012-11-21,40.96,980.84,46.22
2012-11-22,40.96,985.72,46.22
2012-11-23,41.63,995.94,46.94
2012-11-26,41.635,995.1,46.84
2012-11-27,41.281,996.44,46.58
2012-11-28,41.51,991.27,46.9
2012-11-29,41.815,1003.79,47.21
2012-11-30,41.785,1007.02,47.19
2012-12-03,41.77,1007.68,47.12
2012-12-04,41.89,1007.27,47.13
2012-12-05,42.339,1017.37,47.36
2012-12-06,42.66,1021.26,47.49
2012-12-07,42.785,1024.06,47.57
2012-12-10,43.031,1029.06,47.67
2012-12-11,43.25,1034.55,47.92
2012-12-12,43.38,1041.37,48.02
2012-12-13,43.19,1042.56,47.75
2012-12-14,43.38,1042.82,47.76
2012-12-17,43.495,1040.02,48.11
2012-12-18,43.53,1046.24,48.12
2012-12-19,43.51,1053.17,47.94
2012-12-20,43.77,1052.68,48.33
2012-12-21,43.265,1043.03,47.91
2012-12-24,43.18,1043.73,47.79
2012-12-25,43.18,1045.41,47.79
2012-12-26,43.305,1046.65,47.66
2012-12-27,43.543,1049.45,47.72
2012-12-28,43.7,1055.18,47.36
2012-12-31,44.35,1055.2,48.08
2013-01-01,44.35,1055.76,48.08
2013-01-02,45.225,1078.16,49.04
2013-01-03,44.902,1082.68,48.83
2013-01-04,44.99,1077.9,49.04
2013-01-07,44.65,1075.76,48.84
2013-01-08,44.25,1069.86,48.6
2013-01-09,44.44,1073.03,48.77
2013-01-10,44.825,1076.99,49.29
2013-01-11,44.47,1073.04,49.27
2013-01-14,44.66,1080.71,49.28
2013-01-15,44.47,1073.48,49.241
2013-01-16,44.43,1071.21,49.18
2013-01-17,44.678,1073.15,49.52
2013-01-18,44.775,1080.74,49.59
2013-01-21,44.775,1078.05,49.59
2013-01-22,44.705,1079.07,49.72
2013-01-23,44.47,1076.53,49.65
2013-01-24,44.31,1072.26,49.74
2013-01-25,44.16,1069.12,50.05
2013-01-28,43.85,1062.06,49.88
2013-01-29,44.34,1069.88,50.2
2013-01-30,44.13,1068.2,50.04
2013-01-31,44.215,1069.01,49.89
2013-02-01,44.505,1072.82,50.34
2013-02-04,43.92,1072.73,49.63
2013-02-05,43.97,1067.61,49.96
2013-02-06,43.92,1063.75,49.99
2013-02-07,43.53,1059.56,49.79
2013-02-08,43.85,1060.87,50.06
2013-02-11,43.83,1058.75,49.98
2013-02-12,43.95,1059.03,50.17
2013-02-13,44.17,1064.88,50.28
2013-02-14,44.145,1065.84,50.18
2013-02-15,43.99,1066.52,50.1
2013-02-18,43.99,1064.34,50.1
2013-02-19,44.08,1063.99,50.47
2013-02-20,43.685,1068.46,49.94
2013-02-21,43.09,1053.14,49.48
2013-02-22,43.28,1053.39,49.96
2013-02-25,42.7,1054.41,49.03
2013-02-26,42.94,1042.71,49.32
2013-02-27,43.41,1046.56,49.91
2013-02-28,43.205,1054.62,49.84
2013-03-01,43.31,1053.13,49.89
2013-03-04,42.905,1041.28,50
2013-03-05,43.415,1049.94,50.46
2013-03-06,43.63,1059.84,50.59
2013-03-07,43.75,1057.92,50.73
2013-03-08,44.13,1065.94,50.9
2013-03-11,43.89,1063.56,51.02
2013-03-12,43.39,1057.65,50.78
2013-03-13,42.98,1049.08,50.75
2013-03-14,43.16,1047.7,51.03
2013-03-15,42.77,1042.24,51.01
2013-03-18,42.285,1030.11,50.57
2013-03-19,41.99,1024.96,50.4
2013-03-20,42.231,1026.35,50.75
2013-03-21,41.8,1022.43,50.2
2013-03-22,41.96,1015.47,50.6
2013-03-25,41.92,1022.27,50.31
2013-03-26,42.52,1028.65,50.64
2013-03-27,42.68,1032.05,50.58
2013-03-28,42.77,1032.62,50.75
2013-03-29,42.77,1034.9,50.75
2013-04-01,42.31,1031.15,50.38
2013-04-02,42.325,1029.1,50.72
2013-04-03,41.83,1024.99,50.29
2013-04-04,41.709,1017.06,50.49
2013-04-05,41.61,1008.13,50.3
2013-04-08,41.68,1007.14,50.51
2013-04-09,42.09,1015.93,50.74
2013-04-10,42.495,1024.49,51.4
2013-04-11,42.525,1029.22,51.65
2013-04-12,41.875,1019.61,51.45
2013-04-15,40.86,1003.29,50.26
2013-04-16,41.7,1008.92,51.01
2013-04-17,41.035,1001.1,50.12
2013-04-18,41.045,997.33,49.91
2013-04-19,41.64,1011.17,50.39
2013-04-22,41.84,1011.96,50.58
2013-04-23,42.04,1009.81,51.08
2013-04-24,42.295,1017.71,51.32
2013-04-25,42.67,1027.3,51.6
2013-04-26,42.24,1022.36,51.52
2013-04-29,42.68,1027.42,52
2013-04-30,43.29,1039.45,52.19
2013-05-01,42.82,1038.12,51.77
2013-05-02,43.16,1037.33,52.08
2013-05-03,43.52,1042.26,52.65
2013-05-06,43.58,1046.02,52.72
2013-05-07,43.89,1052.48,52.92
2013-05-08,44.23,1061.09,53.37
2013-05-09,43.91,1060.58,53.02
2013-05-10,43.57,1050.74,53.12
2013-05-13,43.17,1041.9,53.1
2013-05-14,43.37,1046.18,53.43
2013-05-15,43.385,1046.1,53.63
2013-05-16,43.23,1046.33,53.33
2013-05-17,43.42,1045.76,53.76
2013-05-20,43.53,1048.15,53.91
2013-05-21,43.44,1048.13,54.03
2013-05-22,42.96,1048.09,53.5
